data,sample,sattr,strategy,n_sg,anony_mode,info_loss,alpha_adm,alpha_dm,k,w,l,reset_w,calgo,enforcer_str,enforcer,enforcer_name,max_dist,t,algo,galgo,adm,dm,am,radm,num_anonymized_fake_entities,num_anonymized_real_entities,num_real_edges,num_fake_edges,num_raw_entities,num_anonymized_entities,num_raw_edges,num_anonymized_edges,anonymized_anonymity,anonymized_attribute_anonymity,anonymized_degree_anonymity,num_removed_entities,num_removed_edges
yago15,-1,isCitizenOf,mean,20,all,adm,0.5,0.5,10,-1,4,-1,hdbscan,gs#0.50,gs,gs,0.5,18,skga,ad2,0.988587539409076,0.9885505332903545,0.9886245455277978,0.0032858710817350424,0,97,797,6141,8472,97,67450,6938,10,10,97,8375,66653
yago15,-1,isCitizenOf,mean,20,all,adm,0.5,0.5,2,-1,1,-1,km,gs#1.00,gs,gs,1.0,9,skga,ad2,0.7604170684466276,0.7603409874813435,0.76049314941191,0.00032438677744796356,0,2028,14845,12635,8462,2028,53814,27480,1,2,2,6434,38969
yago15,-1,isCitizenOf,mean,20,all,adm,0.5,0.5,2,-1,1,-1,hdbscan,ir,ir,ir,1.0,10,skga,ad2,0.9618514937619614,0.9618294036414328,0.9618735838824889,0.0005961342522079305,0,323,2066,3948,8462,323,53962,6014,2,2,323,8139,51896
yago15,-1,isCitizenOf,mean,20,all,adm,0.5,0.5,10,-1,3,-1,hdbscan,gs#1.00,gs,gs,1.0,6,skga,ad2,0.9905591393307931,0.9905448640292485,0.9905734146323364,0.0015728825262638032,0,80,326,2114,8461,80,53330,2440,10,10,80,8381,53004
yago15,-1,isCitizenOf,mean,20,all,adm,0.5,0.5,10,-1,4,3,hdbscan,gs#1.00,gs,gs,1.0,8,skga,ad2,0.9917420735681445,0.9917277448904583,0.9917564022458325,0.001886459826160823,0,70,352,2378,8462,70,53708,2730,10,10,70,8392,53356
yago15,-1,isCitizenOf,mean,20,all,adm,0.5,0.5,10,-1,4,4,km,gs#1.00,gs,gs,1.0,2,skga,ad2,0.9858446145429736,0.985817294647001,0.9858719344389482,0.0019650164775235237,0,120,825,4695,8461,120,52913,5520,10,10,120,8341,52088
yago15,-1,isCitizenOf,mean,20,all,adm,0.5,0.5,10,-1,1,-1,km,gs#1.00,gs,gs,1.0,7,skga,ad2,0.9515168096237564,0.9514242094762649,0.9516094097712504,0.0019125088255311634,0,411,2623,16159,8461,411,53525,18782,10,10,411,8050,50902
yago15,-1,isCitizenOf,mean,20,all,adm,0.5,0.5,10,-1,2,-1,km,gs#1.00,gs,gs,1.0,5,skga,ad2,0.9760569898099445,0.9760075850707965,0.9761063945490915,0.002077816360666153,0,203,1434,8867,8461,203,53240,10301,10,10,203,8258,51806
yago15,-1,isCitizenOf,mean,20,all,adm,0.5,0.5,10,-1,4,-1,km,gs#0.00,gs,gs,0.0,9,skga,ad2,0.9764184296639198,0.9763733255554558,0.9764635337723842,0.016680265437100012,3,200,1413,8043,8462,203,53814,9456,10,10,203,8262,52401
yago15,-1,isCitizenOf,mean,20,all,adm,0.5,0.5,10,-1,4,3,km,gs#1.00,gs,gs,1.0,5,skga,ad2,0.9905636692827754,0.9905448542511446,0.9905824843144065,0.0019978111511919205,0,80,518,3392,8461,80,53240,3910,10,10,80,8381,52722
yago15,-1,isCitizenOf,mean,20,all,adm,0.5,0.5,10,-1,4,-1,km,gs#0.25,gs,gs,0.25,17,skga,ad2,0.9870357729405796,0.9870084050251353,0.9870631408560242,0.002165185912199216,0,110,723,4477,8467,110,62863,5200,10,10,110,8357,62140
yago15,-1,isCitizenOf,mean,20,all,adm,0.5,0.5,6,-1,1,-1,hdbscan,gs#1.00,gs,gs,1.0,4,skga,ad2,0.9373211778122856,0.9372415418388097,0.93740081378576,0.0012798570889908899,0,531,3221,13118,8461,531,53125,16339,6,6,531,7930,49904
yago15,-1,isCitizenOf,mean,20,all,adm,0.5,0.5,2,-1,1,-1,hdbscan,ir,ir,ir,1.0,4,skga,ad2,0.9618464631178089,0.9618248894959012,0.9618680367397151,0.0005815411346585757,0,323,2023,3870,8461,323,53125,5893,2,2,323,8138,51102
yago15,-1,isCitizenOf,mean,20,all,adm,0.5,0.5,10,-1,4,-1,km,gs#0.25,gs,gs,0.25,12,skga,ad2,0.987022423484839,0.987000725810736,0.9870441211589429,0.0017193742630988507,0,110,583,3627,8462,110,54439,4210,10,10,110,8352,53856
yago15,-1,isCitizenOf,mean,20,all,adm,0.5,0.5,10,-1,4,-1,hdbscan,gs#0.75,gs,gs,0.75,19,skga,ad2,0.9940018998613145,0.9939801839041411,0.9940236158184864,0.003800794679964073,0,51,453,3376,8472,51,69986,3829,10,10,51,8421,69533
yago15,-1,isCitizenOf,mean,20,all,adm,0.5,0.5,10,-1,4,-1,km,gs#1.00,gs,gs,1.0,10,skga,ad2,0.9762938576494513,0.9762467836942679,0.9763409316046348,0.002012197853042832,0,201,1157,7552,8462,201,53962,8709,2,10,2,8261,52805
yago15,-1,isCitizenOf,mean,20,all,adm,0.5,0.5,10,-1,3,-1,km,gs#1.00,gs,gs,1.0,19,skga,ad2,0.9799888590659543,0.9799339082650531,0.9800438098668567,0.0027490782463915828,0,170,1542,8738,8472,170,69986,10280,10,10,170,8302,68444
yago15,-1,isCitizenOf,mean,20,all,adm,0.5,0.5,10,-1,3,-1,hdbscan,gs#1.00,gs,gs,1.0,13,skga,ad2,0.9905626040937492,0.9905471012833995,0.9905781069040976,0.0017188670586320005,0,80,351,2299,8463,80,54845,2650,10,10,80,8383,54494
yago15,-1,isCitizenOf,mean,20,all,adm,0.5,0.5,10,-1,3,-1,km,gs#1.00,gs,gs,1.0,7,skga,ad2,0.9799472943453059,0.9799078179028172,0.9799867707877953,0.0019718252256139164,0,170,1095,6465,8461,170,53525,7560,10,10,170,8291,52430
yago15,-1,isCitizenOf,mean,20,all,adm,0.5,0.5,10,-1,1,-1,km,gs#1.00,gs,gs,1.0,0,skga,ad2,0.002456122954136875,1.6714970267370462e-05,0.004895530938006378,0.002456122954136875,0,8461,52668,384569,8461,8461,52896,437237,1,10,1,0,228
yago15,-1,isCitizenOf,mean,20,all,adm,0.5,0.5,2,-1,1,-1,hdbscan,gs#1.00,gs,gs,1.0,4,skga,ad2,0.7677134889195204,0.7676403204362886,0.7677866574027518,0.0003213010920682525,0,1966,13531,12268,8461,1966,53125,25799,1,2,1,6495,39594
yago15,-1,isCitizenOf,mean,20,all,adm,0.5,0.5,10,-1,3,-1,hdbscan,gs#1.00,gs,gs,1.0,15,skga,ad2,0.9905660095375842,0.9905493346879493,0.9905826843872177,0.0018432708612394523,0,80,374,2476,8465,80,57084,2850,10,10,80,8385,56710
yago15,-1,isCitizenOf,mean,20,all,adm,0.5,0.5,10,-1,4,1,km,gs#1.00,gs,gs,1.0,1,skga,ad2,0.0024055456131916227,1.884100944060597e-05,0.004792250216942623,0.0024055456131916227,0,8461,52529,381017,8461,8461,52902,433546,1,10,1,0,373
yago15,-1,isCitizenOf,mean,20,all,adm,0.5,0.5,8,-1,1,-1,hdbscan,gs#1.00,gs,gs,1.0,15,skga,ad2,0.9695852790115697,0.9695216165797181,0.9696489414434182,0.002120505409694468,0,258,1938,10512,8465,258,57084,12450,8,8,8,8207,55146
