data,sample,sattr,strategy,n_sg,anony_mode,info_loss,alpha_adm,alpha_dm,k,w,l,reset_w,calgo,enforcer_str,enforcer,enforcer_name,max_dist,t,algo,adm,radm,dm,am,odm,idm,num_anonymized_fake_entities,num_anonymized_real_entities,num_real_edges,num_fake_edges,num_raw_entities,num_raw_edges,anonymized_anonymity,num_clusters,num_anonymized_entities
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,2,-1,1,-1,km,gs#1.00,gs,gs,1.0,16,skga,0.17205035608707336,0.0008916265343516354,0.0017832530687032708,0.0,0.0020114802743590914,0.0015550258630474536,0,,6609,1248,1220,6609,2,467,1011
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,2,-1,1,-1,km,gs#1.00,gs,gs,1.0,3,skga,0.07466854443962408,0.0008118135829702287,0.0016236271659404574,0.0,0.0019065732347049353,0.0013406810971759993,0,,6629,975,1177,6629,2,503,1090
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,4,3,hdbscan,gs#1.00,gs,gs,1.0,15,skga,0.0034438203831447566,0.0034438203831447566,0.006887640766289513,0.0,0.00897652280190405,0.004798758730674893,0,,7866,7109,1291,7866,10,88,1291
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,4,4,hdbscan,gs#1.00,gs,gs,1.0,14,skga,0.2619856542119083,0.004897140349463089,0.009794280698926178,0.0,0.011417107749626065,0.008171453648226289,0,,6728,8268,1227,6728,10,56,910
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,4,3,km,gs#1.00,gs,gs,1.0,10,skga,0.1324348316302395,0.004377802867938607,0.008755605735877215,0.0,0.011375501456284019,0.006135710015470412,0,,6544,6664,1174,6544,10,77,1023
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,4,-1,hdbscan,gs#0.50,gs,gs,0.5,4,skga,0.45396847089175807,0.004444839951484478,0.008889679902968956,0.0,0.01098982228550335,0.006789537520434528,0,,6461,4642,1176,6461,10,43,645
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,1,-1,hdbscan,gs#1.00,gs,gs,1.0,18,skga,0.6571198998280583,0.0043598969185633845,0.008719793837126769,0.0,0.011055825657258017,0.006383762016995555,0,,7194,3019,1237,7194,10,39,426
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,3,-1,hdbscan,gs#1.00,gs,gs,1.0,5,skga,0.4400544732659415,0.0063056249450811706,0.012611249890162341,0.0,0.01503081731795192,0.010191682462372858,0,,6500,7685,1189,6500,10,47,670
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,4,-1,km,gs#0.50,gs,gs,0.5,7,skga,0.43551593141797285,0.005787387636105227,0.011574775272210455,0.0,0.013596782171574097,0.009552768372846873,1,,6627,5516,1173,6627,10,47,667
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,4,3,hdbscan,gs#1.00,gs,gs,1.0,1,skga,0.13420151899866892,0.0033734520908643103,0.006746904181728621,0.0,0.008699193011031304,0.004794615352425948,0,,6779,5147,1196,6779,10,72,1039
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,4,-1,km,gs#0.50,gs,gs,0.5,3,skga,0.373858664620462,0.004096821970653754,0.008193643941307508,0.0,0.009662678821557314,0.006724609061057656,0,,6629,4942,1177,6629,10,54,740
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,2,-1,km,gs#1.00,gs,gs,1.0,1,skga,0.15049468126754736,0.002935857503421616,0.005871715006843232,0.0,0.007883655364134943,0.0038597746495515374,0,,6779,3777,1196,6779,10,85,1019
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,1,-1,hdbscan,gs#1.00,gs,gs,1.0,9,skga,0.482323380070565,0.004072462983438009,0.008144925966876018,0.0,0.01012042493531364,0.006169426998438395,0,,6806,3981,1162,6806,10,53,604
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,4,-1,hdbscan,gs#1.00,gs,gs,1.0,6,skga,0.44797771216187454,0.004536384844461436,0.009072769688922872,0.0,0.011051851185073463,0.007093688192772294,0,,6809,4680,1201,6809,10,48,666
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,4,1,km,gs#1.00,gs,gs,1.0,14,skga,0.0014695831166320985,0.0014695831166320985,0.002939166233264197,0.0,0.0029311956129705746,0.0029471368535577726,0,,6728,2603,1227,6728,10,85,1227
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,6,-1,1,-1,hdbscan,gs#1.00,gs,gs,1.0,10,skga,0.38768813358137266,0.002976239701153284,0.005952479402306568,0.0,0.007374293227984028,0.004530665576629074,0,,6544,3060,1174,6544,6,104,721
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,3,-1,hdbscan,gs#1.00,gs,gs,1.0,6,skga,0.40146602782443996,0.007128037868994986,0.014256075737989971,0.0,0.01897474940312165,0.009537402072858187,0,,6809,7722,1201,6809,10,51,724
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,2,-1,1,-1,hdbscan,gs#1.00,gs,gs,1.0,9,skga,0.14283677616786297,0.0009792717222234654,0.0019585434444469307,0.0,0.0022666968202369573,0.0016503900686569194,0,,6806,1313,1162,6806,2,470,997
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,4,4,km,gs#1.00,gs,gs,1.0,15,skga,0.2908147989927287,0.0048281581517529756,0.009656316303505951,0.0,0.012139224733102166,0.00717340787390962,0,,7866,7619,1291,7866,10,65,920
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,4,-1,hdbscan,gs#0.50,gs,gs,0.5,7,skga,0.46385987213002994,0.006478911685370903,0.012957823370741806,0.0,0.0156666424627731,0.010249004278710557,1,,6627,5682,1173,6627,10,44,634
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,4,-1,km,gs#0.25,gs,gs,0.25,1,skga,0.10235781059495978,0.0031754331212366844,0.006350866242473369,0.0,0.008631371051136075,0.004070361433810643,0,,6779,4509,1196,6779,10,76,1077
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,4,1,hdbscan,gs#1.00,gs,gs,1.0,4,skga,0.001984669292887214,0.001984669292887214,0.003969338585774428,0.0,0.0047318247026701616,0.003206852468878696,0,,6461,3278,1176,6461,10,87,1176
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,4,4,km,gs#1.00,gs,gs,1.0,14,skga,0.26840183749366503,0.003694844178387321,0.007389688356774642,0.0,0.009256218979726408,0.0055231577338228895,0,,6728,5141,1227,6728,10,61,901
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,4,4,km,gs#1.00,gs,gs,1.0,7,skga,0.29106153006441465,0.005281309528179912,0.010562619056359824,0.0,0.01367694987293858,0.007448288239781097,0,,6627,6493,1173,6627,10,55,836
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,4,2,km,gs#1.00,gs,gs,1.0,13,skga,0.1064879187586565,0.0032012011105745997,0.006402402221149199,0.0,0.008286304925156902,0.0045184995171414655,0,,6731,5372,1216,6731,10,77,1090
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,3,-1,km,gs#1.00,gs,gs,1.0,0,skga,0.0014257170285122331,0.0014257170285122331,0.0028514340570244662,0.0,0.0032219832439980057,0.00248088487005089,0,,6502,2432,1192,6502,10,101,1192
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,4,2,km,gs#1.00,gs,gs,1.0,6,skga,0.0015470732480079978,0.0015470732480079978,0.0030941464960159955,0.0,0.0031752612484323133,0.003013031743599745,0,,6809,2481,1201,6809,10,92,1201
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,4,4,hdbscan,gs#1.00,gs,gs,1.0,16,skga,0.001901370599301274,0.001901370599301274,0.003802741198602548,0.0,0.004692958882021012,0.0029125235151840796,0,,6609,3650,1220,6609,10,85,1220
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,4,4,hdbscan,gs#1.00,gs,gs,1.0,15,skga,0.30199735282276574,0.005384748889835087,0.010769497779670173,0.0,0.013227933921887583,0.008311061637452632,0,,7866,8983,1291,7866,10,59,906
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,6,-1,1,-1,km,gs#1.00,gs,gs,1.0,2,skga,0.18806232341518092,0.002335688892742568,0.004671377785485136,0.0,0.005583476178724613,0.003759279392245671,0,,7189,3343,1214,7189,6,146,988
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,4,-1,km,gs#0.75,gs,gs,0.75,4,skga,0.3810286657179879,0.004226690676270513,0.008453381352541025,0.0,0.010689159384684115,0.0062176033203978995,0,,6461,4877,1176,6461,10,52,731
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,2,-1,hdbscan,gs#1.00,gs,gs,1.0,14,skga,0.58379928251133,0.004525769281484967,0.009051538562969934,0.0,0.011470313018805285,0.00663276410713462,0,,6728,3765,1227,6728,10,39,513
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,4,1,hdbscan,gs#1.00,gs,gs,1.0,5,skga,0.0034467550528003775,0.0034467550528003775,0.006893510105600755,0.0,0.007947819972964976,0.005839200238236597,0,,6500,7490,1189,6500,10,85,1189
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,4,3,hdbscan,gs#1.00,gs,gs,1.0,16,skga,0.1359389277076055,0.004575535225003495,0.00915107045000699,0.0,0.01137169306026415,0.006930447839749955,0,,6609,8250,1220,6609,10,70,1059
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,4,-1,hdbscan,gs#0.50,gs,gs,0.5,3,skga,0.3749145509839179,0.0044308883735742445,0.008861776747148489,0.0,0.010493180639754072,0.007230372854542933,0,,6629,5214,1177,6629,10,51,739
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,4,4,hdbscan,gs#1.00,gs,gs,1.0,1,skga,0.11670293816623974,0.0033742585347384248,0.0067485170694768495,0.0,0.008533949643465641,0.00496308449548809,0,,6779,5425,1196,6779,10,75,1060
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,3,-1,km,gs#1.00,gs,gs,1.0,6,skga,0.36107556081838543,0.004736379433049196,0.009472758866098392,0.0,0.01235999831528198,0.006585519416914776,0,,6809,5239,1201,6809,10,63,771
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,3,-1,km,gs#1.00,gs,gs,1.0,2,skga,0.23299035280323735,0.004117955404417265,0.00823591080883453,0.0,0.010251169510787719,0.006220652106881401,0,,7189,5815,1214,7189,10,77,935
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,4,-1,1,-1,hdbscan,gs#1.00,gs,gs,1.0,11,skga,0.31936731675346297,0.002195915240593102,0.004391830481186204,0.0,0.00530828291221964,0.003475378050152768,0,,6725,2508,1164,6725,4,177,794
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,4,-1,km,gs#0.75,gs,gs,0.75,5,skga,0.40080344707336174,0.0035738441541637647,0.0071476883083275294,0.0,0.008538643862445428,0.005756732754209589,0,,6500,4292,1189,6500,10,52,715
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,8,-1,1,-1,hdbscan,gs#1.00,gs,gs,1.0,13,skga,0.5215151461868075,0.003702770142393649,0.007405540284787298,0.0,0.009276991708723828,0.005534088860850777,0,,6731,3388,1216,6731,8,62,584
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,1,-1,hdbscan,gs#1.00,gs,gs,1.0,2,skga,0.28663702439143546,0.0034261767677820866,0.006852353535564173,0.0,0.008828720546444171,0.004875986524684215,0,,7189,4421,1214,7189,10,75,869
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,8,-1,1,-1,hdbscan,gs#1.00,gs,gs,1.0,15,skga,0.5102747616370499,0.004353885469970794,0.008707770939941588,0.0,0.011010203894923609,0.0064053379849594305,0,,7866,4490,1291,7866,8,68,635
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,6,-1,1,-1,hdbscan,gs#1.00,gs,gs,1.0,16,skga,0.45714945579145394,0.0025938796168279775,0.005187759233655955,0.0,0.005883369543748738,0.004492148923563081,0,,6609,2964,1220,6609,6,95,664
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,4,3,km,gs#1.00,gs,gs,1.0,18,skga,0.0017079812752708937,0.0017079812752708937,0.0034159625505417873,0.0,0.004212606581364547,0.002619318519719071,0,,7194,2715,1237,7194,10,89,1237
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,4,-1,km,gs#0.75,gs,gs,0.75,3,skga,0.352663879843705,0.004033185066719974,0.008066370133439948,0.0,0.009455744914788358,0.006676995352091554,0,,6629,5256,1177,6629,10,56,765
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,4,4,hdbscan,gs#1.00,gs,gs,1.0,12,skga,0.00326012390259504,0.00326012390259504,0.00652024780519008,0.0,0.008108661678015983,0.004931833932364211,0,,6870,6189,1194,6870,10,77,1194
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,4,-1,1,-1,hdbscan,gs#1.00,gs,gs,1.0,9,skga,0.2950861103622753,0.0023021440206624356,0.004604288041324871,0.0,0.005462252699679871,0.0037463233829698414,0,,6806,2861,1162,6806,4,183,821
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,6,-1,1,-1,hdbscan,gs#1.00,gs,gs,1.0,5,skga,0.333010721351667,0.0024525128140025837,0.004905025628005167,0.0,0.005908458564091179,0.0039015926919190856,0,,6500,2981,1189,6500,6,116,795
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,4,3,km,gs#1.00,gs,gs,1.0,1,skga,0.10175571302334425,0.00343212687933184,0.00686425375866368,0.0,0.008425580630549573,0.005302926886777796,0,,6779,5920,1196,6779,10,80,1078
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,4,-1,km,gs#0.75,gs,gs,0.75,7,skga,0.3825449932372964,0.005110119433948821,0.010220238867897642,0.0,0.012315273816331586,0.008125203919463711,1,,6627,5202,1173,6627,10,53,729
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,1,-1,km,gs#1.00,gs,gs,1.0,7,skga,0.39700395151203294,0.0037825846811474174,0.007565169362294835,0.0,0.009401678613882828,0.005728660110706853,0,,6627,3971,1173,6627,10,59,710
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,8,-1,1,-1,hdbscan,gs#1.00,gs,gs,1.0,9,skga,0.4478905294154242,0.0038024769887001378,0.0076049539774002755,0.0,0.00916710319539027,0.0060428047594103034,0,,6806,4056,1162,6806,8,70,644
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,2,-1,km,gs#1.00,gs,gs,1.0,5,skga,0.40049168117330086,0.003055397083992547,0.006110794167985094,0.0,0.007605850835455562,0.004615737500514591,0,,6500,3192,1189,6500,10,61,715
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,4,-1,km,gs#1.00,gs,gs,1.0,0,skga,0.0016903447479843245,0.0016903447479843245,0.003380689495968649,0.0,0.003507021080131515,0.0032543579118057713,0,,6502,3226,1192,6502,10,94,1192
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,3,-1,km,gs#1.00,gs,gs,1.0,1,skga,0.16906043416740305,0.0032058969550792867,0.006411793910158573,0.0,0.008203540387047415,0.004620047433269718,0,,6779,4609,1196,6779,10,81,997
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,8,-1,1,-1,km,gs#1.00,gs,gs,1.0,2,skga,0.24857934883796673,0.0030331469828323485,0.006066293965664697,0.0,0.007588156390381795,0.004544431540947603,0,,7189,4003,1214,7189,8,97,915
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,4,2,km,gs#1.00,gs,gs,1.0,8,skga,0.0017088541666666708,0.0017088541666666708,0.0034177083333333416,0.0,0.004293750000000027,0.0025416666666666725,0,,6926,2371,1200,6926,10,89,1200
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,2,-1,hdbscan,gs#1.00,gs,gs,1.0,9,skga,0.5130509744905365,0.005562798520216945,0.01112559704043389,0.0,0.014501389943404063,0.00774980413746373,0,,6806,4833,1162,6806,10,43,569
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,8,-1,1,-1,km,gs#1.00,gs,gs,1.0,17,skga,0.5106970372767583,0.0036890331391888397,0.007378066278377679,0.0,0.008906555565002963,0.0058495769917524,0,,7388,3713,1238,7388,8,66,608
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,8,-1,1,-1,km,gs#1.00,gs,gs,1.0,5,skga,0.3927417432435396,0.0027209015422217566,0.005441803084443513,0.0,0.006554093927298595,0.0043295122415883845,0,,6500,2977,1189,6500,8,77,724
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,4,-1,hdbscan,gs#0.75,gs,gs,0.75,0,skga,0.0023987165555605615,0.0015611000287390339,0.0031222000574780678,0.0,0.0033895153246665337,0.0028548847902895844,0,,6502,2468,1192,6502,10,88,1191
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,4,1,hdbscan,gs#1.00,gs,gs,1.0,3,skga,0.0022566841522843996,0.0022566841522843996,0.004513368304568799,0.0,0.00467831107267659,0.004348425536460987,0,,6629,4485,1177,6629,10,86,1177
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,2,-1,1,-1,hdbscan,gs#1.00,gs,gs,1.0,17,skga,0.18341212962697143,0.0010515973104650465,0.002103194620930093,0.0,0.0024919064920469686,0.0017144827498132308,0,,7388,1520,1238,7388,2,477,1012
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,6,-1,1,-1,hdbscan,gs#1.00,gs,gs,1.0,8,skga,0.36783177083333335,0.0031512812089356133,0.006302562417871227,0.0,0.007812089356110398,0.004793035479632067,0,,6926,3546,1200,6926,6,110,761
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,4,-1,1,-1,km,gs#1.00,gs,gs,1.0,13,skga,0.3319774849593144,0.0020695598409414175,0.004139119681882835,0.0,0.005114040475882592,0.0031641988878831147,0,,6731,2376,1216,6731,4,184,814
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,1,-1,km,gs#1.00,gs,gs,1.0,13,skga,0.518359239742036,0.003953801915503037,0.007907603831006074,0.0,0.009825064894378788,0.005990142767633394,0,,6731,3695,1216,6731,10,51,588
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,4,4,km,gs#1.00,gs,gs,1.0,4,skga,0.0016863994747558838,0.0016863994747558838,0.0033727989495117676,0.0,0.0040412848812994345,0.002704313017724083,0,,6461,2563,1176,6461,10,85,1176
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,4,3,hdbscan,gs#1.00,gs,gs,1.0,0,skga,0.0019836522003513412,0.0019836522003513412,0.0039673044007026825,0.0,0.003956747443808829,0.003977861357596515,0,,6502,3652,1192,6502,10,88,1192
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,4,-1,1,-1,km,gs#1.00,gs,gs,1.0,6,skga,0.23553072273244402,0.0020352152192013835,0.004070430438402767,0.0,0.004844694638525879,0.003296166238279722,0,,6809,2627,1201,6809,4,206,920
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,6,-1,1,-1,km,gs#1.00,gs,gs,1.0,7,skga,0.3061705945582948,0.0026202296775487723,0.0052404593550975445,0.0,0.0063614746836501215,0.004119444026544949,0,,6627,3076,1173,6627,6,119,816
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,4,-1,1,-1,hdbscan,gs#1.00,gs,gs,1.0,15,skga,0.3315433487272009,0.002338107753544983,0.004676215507089966,0.0,0.005908400979659057,0.0034440300345208712,0,,7866,2992,1291,7866,4,191,865
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,4,2,km,gs#1.00,gs,gs,1.0,2,skga,0.001811478657833252,0.001811478657833252,0.003622957315666504,0.0,0.004044657469554836,0.0032012571617781554,0,,7189,3185,1214,7189,10,85,1214
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,4,2,hdbscan,gs#1.00,gs,gs,1.0,16,skga,0.002805697393173885,0.002805697393173885,0.00561139478634777,0.0,0.007330018812147287,0.0038927707605482887,0,,6609,5224,1220,6609,10,85,1220
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,8,-1,1,-1,km,gs#1.00,gs,gs,1.0,18,skga,0.5964053643747848,0.0034998717197778995,0.006999743439555799,0.0,0.008427768553434785,0.005571718325676878,0,,7194,2969,1237,7194,8,56,501
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,4,-1,km,gs#1.00,gs,gs,1.0,6,skga,0.3988155859570258,0.005478675942683204,0.010957351885366408,0.0,0.014627388104036307,0.007287315666696465,0,,6809,5481,1201,6809,10,54,726
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,4,-1,1,-1,km,gs#1.00,gs,gs,1.0,0,skga,0.0003286732579613525,0.0003286732579613525,0.000657346515922705,0.0,0.0007206882572857094,0.0005940047745597062,0,,6502,384,1192,6502,4,272,1192
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,8,-1,1,-1,hdbscan,gs#1.00,gs,gs,1.0,17,skga,0.5469272381583721,0.0037227723624593625,0.007445544724918725,0.0,0.00934871749254656,0.005542371957290873,0,,7388,3342,1238,7388,8,62,563
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,4,1,km,gs#1.00,gs,gs,1.0,4,skga,0.0017899804479614941,0.0017899804479614941,0.0035799608959229882,0.0,0.004416562543384694,0.0027433592484612866,0,,6461,2415,1176,6461,10,84,1176
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,6,-1,1,-1,hdbscan,gs#1.00,gs,gs,1.0,15,skga,0.43338017293051284,0.0033975521162016684,0.006795104232403337,0.0,0.00885189226609703,0.004738316198709538,0,,7866,3699,1291,7866,6,105,734
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,1,-1,km,gs#1.00,gs,gs,1.0,9,skga,0.44373183661619675,0.004031423956888526,0.008062847913777052,0.0,0.01034823865128134,0.005777457176272772,0,,6806,3903,1162,6806,10,52,649
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,4,2,hdbscan,gs#1.00,gs,gs,1.0,6,skga,0.004929627752615259,0.004929627752615259,0.009859255505230518,0.0,0.013127417410276315,0.0065910936001846296,0,,6809,8578,1201,6809,10,73,1201
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,4,1,km,gs#1.00,gs,gs,1.0,3,skga,0.0013480552273142246,0.0013480552273142246,0.0026961104546284493,0.0,0.0025134823568986053,0.002878738552358293,0,,6629,2102,1177,6629,10,89,1177
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,4,-1,hdbscan,gs#0.75,gs,gs,0.75,3,skga,0.3486922601057222,0.0044295975901753335,0.008859195180350667,0.0,0.010467951759370613,0.007250438601330702,0,,6629,5428,1177,6629,10,54,770
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,4,-1,1,-1,hdbscan,gs#1.00,gs,gs,1.0,0,skga,0.00041383271023827704,0.00041383271023827704,0.0008276654204765541,0.0,0.0007720654475023662,0.000883265393450747,0,,6502,572,1192,6502,4,271,1192
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,8,-1,1,-1,km,gs#1.00,gs,gs,1.0,1,skga,0.12924596760662632,0.002469518445905251,0.004939036891810502,0.0,0.006302137392842043,0.003575936390779009,0,,6779,3411,1196,6779,8,109,1044
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,8,-1,1,-1,km,gs#1.00,gs,gs,1.0,7,skga,0.3796591248530992,0.0032056896612129137,0.006411379322425827,0.0,0.007976269721706461,0.0048464889231451735,0,,6627,3386,1173,6627,8,78,730
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,3,-1,hdbscan,gs#1.00,gs,gs,1.0,0,skga,0.003519865377685687,0.003519865377685687,0.007039730755371374,0.0,0.006882432097653262,0.007197029413089504,0,,6502,8823,1192,6502,10,90,1192
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,4,3,hdbscan,gs#1.00,gs,gs,1.0,5,skga,0.2539309382827305,0.004403912029367608,0.008807824058735215,0.0,0.01081367832138797,0.006801969796082555,0,,6500,6447,1189,6500,10,63,891
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,4,4,hdbscan,gs#1.00,gs,gs,1.0,6,skga,0.2483430405275648,0.004696793465937514,0.009393586931875027,0.0,0.012042518775698636,0.006744655088051349,0,,6809,6242,1201,6809,10,63,907
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,4,2,km,gs#1.00,gs,gs,1.0,17,skga,0.07930918726070763,0.003658019081080453,0.007316038162160906,0.0,0.009021572127387892,0.005610504196933901,0,,7388,6127,1238,7388,10,76,1144
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,8,-1,1,-1,hdbscan,gs#1.00,gs,gs,1.0,18,skga,0.615801261167884,0.0036607129238419114,0.007321425847683823,0.0,0.008978915310423382,0.005663936384944329,0,,7194,2955,1237,7194,8,54,477
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,4,3,hdbscan,gs#1.00,gs,gs,1.0,7,skga,0.13786830570472747,0.006600709814975776,0.013201419629951552,0.0,0.017503353951130365,0.008899485308772943,0,,6627,9996,1173,6627,10,60,1018
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,4,1,km,gs#1.00,gs,gs,1.0,0,skga,0.0016528675510112164,0.0016528675510112164,0.003305735102022433,0.0,0.0037561652628259894,0.002855304941218854,0,,6502,2889,1192,6502,10,94,1192
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,3,-1,km,gs#1.00,gs,gs,1.0,4,skga,0.3359929962631311,0.0039894943946966535,0.007978988789393307,0.0,0.009906896432042196,0.006051081146744397,0,,6461,4875,1176,6461,10,63,784
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,4,2,km,gs#1.00,gs,gs,1.0,0,skga,0.0015717549322102644,0.0015717549322102644,0.0031435098644205287,0.0,0.0032705452457096416,0.0030164744831313725,0,,6502,2971,1192,6502,10,92,1192
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,4,3,hdbscan,gs#1.00,gs,gs,1.0,17,skga,0.2524420217610874,0.005932570290253648,0.011865140580507296,0.0,0.015336922967469347,0.008393358193545253,0,,7388,8685,1238,7388,10,57,931
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,2,-1,km,gs#1.00,gs,gs,1.0,12,skga,0.5222555056129334,0.004490530020667614,0.008981060041335228,0.0,0.011317494979259293,0.00664462510341118,0,,6870,3869,1194,6870,10,48,573
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,4,4,km,gs#1.00,gs,gs,1.0,17,skga,0.07893662846688466,0.003254847938813996,0.006509695877627992,0.0,0.007970926488697018,0.0050484652665589574,0,,7388,5480,1238,7388,10,83,1144
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,1,-1,hdbscan,gs#1.00,gs,gs,1.0,19,skga,0.576512071549713,0.006044955408064964,0.012089910816129928,0.0,0.014296605812022377,0.00988321582023745,2,,7135,3733,1258,7135,10,49,538
email-temp,-1,dept,mean,20,all,adm,0.5,0.5,10,-1,4,-1,hdbscan,gs#1.00,gs,gs,1.0,1,skga,0.14419266842652764,0.0033636138638043623,0.006727227727608725,0.0,0.00848006825738504,0.00497438719783243,0,,6779,5235,1196,6779,10,73,1027
