data,sample,sattr,strategy,n_sg,anony_mode,info_loss,alpha_adm,alpha_dm,k,w,l,calgo,enforcer_name,max_dist,t,algo,adm,radm,dm,am,odm,idm,num_anonymized_fake_entities,num_anonymized_real_entities,num_real_edges,num_fake_edges,num_raw_entities,num_raw_edges,anonymized_anonymity
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,2,-1,3,km,msa,0.0,3,ctkga,0.0017416899427720547,0.0017416899427720547,0.0034833798855441094,0.0,0.004101989806724354,0.0028647699643638623,0,733,9880,2217,1262,9880,3
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,2,-1,3,km,msa,0.0,4,ctkga,0.0017925694766289155,0.0017925694766289155,0.003585138953257831,0.0,0.004306673432918789,0.0028636044735968753,0,758,10257,2453,1269,10257,3
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,2,-1,3,km,msa,0.0,5,ctkga,0.00215780318784173,0.00215780318784173,0.00431560637568346,0.0,0.005346487847153982,0.0032847249042129417,0,697,9825,2613,1251,9825,3
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,2,-1,3,km,msa,0.0,6,ctkga,0.0016938898749353055,0.0016938898749353055,0.003387779749870611,0.0,0.0040231898539187325,0.0027523696458224877,0,738,9938,2245,1301,9938,3
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,2,-1,3,km,msa,0.0,8,ctkga,0.001917148483248847,0.001917148483248847,0.003834296966497694,0.0,0.004712329032131282,0.002956264900864105,0,674,10141,2267,1317,10141,3
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,2,-1,3,km,msa,0.0,9,ctkga,0.00196828132628433,0.00196828132628433,0.00393656265256866,0.0,0.0047914167879131424,0.0030817085172241735,0,681,10492,2628,1329,10492,3
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,2,-1,3,km,msa,0.25,0,ctkga,0.0007206941544325331,0.0007206941544325331,0.0014413883088650662,0.0,0.0014107434677221775,0.001472033150007953,0,1262,9687,1636,1288,9687,4
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,2,-1,3,km,msa,0.25,1,ctkga,0.0026697588031246388,0.0026697588031246388,0.0053395176062492776,0.0,0.006550724108583306,0.004128311103915245,0,1237,10299,6504,1287,10299,4
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,2,-1,3,km,msa,0.25,2,ctkga,0.002696488765520099,0.002696488765520099,0.005392977531040198,0.0,0.006249979066985019,0.00453597599509537,0,1093,9454,6742,1271,9454,4
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,2,-1,3,km,msa,0.25,3,ctkga,0.0032701541644285115,0.0032701541644285115,0.006540308328857023,0.0,0.007534244809144435,0.005546371848569606,0,1030,9880,7044,1262,9880,4
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,2,-1,3,km,msa,0.25,4,ctkga,0.003540685071358587,0.003540685071358587,0.007081370142717174,0.0,0.008676256994473311,0.0054864832909610394,0,1040,10257,7491,1269,10257,4
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,2,-1,3,km,msa,0.25,5,ctkga,0.003799357160542715,0.003799357160542715,0.00759871432108543,0.0,0.009509700663954674,0.005687727978216199,0,998,9825,7817,1251,9825,4
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,2,-1,3,km,msa,0.25,6,ctkga,0.0029296960642436988,0.0029296960642436988,0.0058593921284873975,0.0,0.006847922366555371,0.0048708618904194185,0,986,9938,7282,1301,9938,3
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,2,-1,3,km,msa,0.25,7,ctkga,0.0033133430132418207,0.0033133430132418207,0.006626686026483641,0.0,0.00803410489439024,0.005219267158577055,0,1025,10933,8355,1367,10933,4
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,2,-1,3,km,msa,0.25,8,ctkga,0.0033923395804123678,0.0033923395804123678,0.0067846791608247355,0.0,0.008168285942777936,0.005401072378871526,0,984,10141,8236,1317,10141,3
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,2,-1,3,km,msa,0.5,0,ctkga,0.0009322232153544973,0.0009322232153544973,0.0018644464307089946,0.0,0.0021550170947826474,0.00157387576663534,0,1286,9687,2400,1288,9687,4
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,2,-1,3,km,msa,0.5,1,ctkga,0.002814376271913107,0.002814376271913107,0.005628752543826214,0.0,0.0068635513689834435,0.0043939537186689845,0,1261,10299,7738,1287,10299,4
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,2,-1,3,km,msa,0.5,2,ctkga,0.0028531899838927827,0.0028531899838927827,0.005706379967785565,0.0,0.0067065215019315606,0.0047062384336395615,0,1087,9454,7944,1271,9454,4
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,2,-1,3,km,msa,0.5,3,ctkga,0.003471881426130503,0.003471881426130503,0.006943762852261006,0.0,0.008271106109268948,0.005616419595253066,0,1039,9880,8130,1262,9880,4
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,2,-1,3,km,msa,0.5,4,ctkga,0.003406584707296108,0.003406584707296108,0.006813169414592216,0.0,0.008345552819655135,0.005280786009529292,0,1089,10257,8206,1269,10257,3
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,2,-1,3,km,msa,0.5,5,ctkga,0.003806360144961613,0.003806360144961613,0.007612720289923226,0.0,0.009593585673284857,0.005631854906561604,0,1011,9825,8370,1251,9825,4
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,2,-1,3,km,msa,0.5,6,ctkga,0.0028906455529883216,0.0028906455529883216,0.005781291105976643,0.0,0.006944570268153785,0.004618011943799496,0,1023,9938,7609,1301,9938,3
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,2,-1,3,km,msa,0.5,7,ctkga,0.003233248939372178,0.003233248939372178,0.006466497878744356,0.0,0.007758103713117188,0.005174892044371533,0,1023,10933,9011,1367,10933,3
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,2,-1,3,km,msa,0.5,8,ctkga,0.003308159839044803,0.003308159839044803,0.006616319678089606,0.0,0.008084535679711652,0.0051481036764675575,0,967,10141,8265,1317,10141,3
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,2,-1,3,km,msa,0.5,9,ctkga,0.0031461020281400177,0.0031461020281400177,0.006292204056280035,0.0,0.007481584044760972,0.005102824067799096,0,944,10492,8200,1329,10492,3
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,2,-1,3,km,msa,0.75,0,ctkga,0.0009289653268093418,0.0009289653268093418,0.0018579306536186835,0.0,0.0021365552307129753,0.0015793060765243896,0,1287,9687,2428,1288,9687,4
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,2,-1,3,km,msa,0.75,2,ctkga,0.0029008937034505707,0.0029008937034505707,0.005801787406901141,0.0,0.006775859785987307,0.004827715027814971,0,1087,9454,8093,1271,9454,4
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,2,-1,3,km,msa,0.75,3,ctkga,0.0036026010076752285,0.0036026010076752285,0.007205202015350457,0.0,0.008538528431586803,0.005871875599114111,0,1042,9880,8347,1262,9880,4
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,2,-1,3,km,msa,0.75,4,ctkga,0.0035421132025715237,0.0035421132025715237,0.0070842264051430475,0.0,0.008683583400399032,0.005484869409887062,0,1080,10257,8310,1269,10257,4
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,2,-1,3,km,msa,0.75,5,ctkga,0.003783664168894448,0.003783664168894448,0.007567328337788896,0.0,0.009608742452834475,0.005525914222743321,0,1020,9825,8309,1251,9825,4
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,2,-1,3,km,msa,0.75,6,ctkga,0.0029683209521746056,0.0029683209521746056,0.005936641904349211,0.0,0.0070164956196129315,0.00485678818908549,0,1011,9938,7686,1301,9938,3
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,2,-1,3,km,msa,0.75,7,ctkga,0.0033756221721097717,0.0033756221721097717,0.0067512443442195435,0.0,0.008287237610092662,0.005215251078346426,0,1050,10933,9202,1367,10933,3
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,2,-1,3,km,msa,0.75,8,ctkga,0.0033284883557752696,0.0033284883557752696,0.006656976711550539,0.0,0.008099214872498615,0.005214738550602465,0,1010,10141,8575,1317,10141,3
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,2,-1,3,km,msa,0.75,9,ctkga,0.003183578868104975,0.003183578868104975,0.00636715773620995,0.0,0.00749681536501079,0.005237500107409106,0,957,10492,8285,1329,10492,3
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,2,-1,3,km,msa,1.0,0,ctkga,0.0010149673204393212,0.0010149673204393212,0.0020299346408786424,0.0,0.0021929210687816735,0.0018669482129756109,0,1288,9687,3099,1288,9687,4
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,2,-1,3,km,msa,1.0,1,ctkga,0.002831950640942115,0.002831950640942115,0.00566390128188423,0.0,0.006844862655845555,0.004482939907922896,0,1264,10299,7813,1287,10299,4
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,2,-1,3,km,msa,1.0,2,ctkga,0.002806189373643093,0.002806189373643093,0.005612378747286186,0.0,0.006520061350494717,0.004704696144077646,0,1106,9454,7990,1271,9454,4
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,2,-1,3,km,msa,1.0,4,ctkga,0.0034357541313899034,0.0034357541313899034,0.006871508262779807,0.0,0.008337039602725178,0.005405976922834435,0,1075,10257,8397,1269,10257,4
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,2,-1,3,km,msa,1.0,5,ctkga,0.0036959882289320277,0.0036959882289320277,0.0073919764578640555,0.0,0.009458000141925438,0.005325952773802674,0,988,9825,7767,1251,9825,4
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,2,-1,3,km,msa,1.0,6,ctkga,0.0030101484235379853,0.0030101484235379853,0.006020296847075971,0.0,0.007407830929187674,0.004632762764964264,0,1036,9938,7961,1301,9938,3
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,2,-1,3,km,msa,1.0,7,ctkga,0.0033030464248887744,0.0033030464248887744,0.006606092849777549,0.0,0.008117906013829106,0.0050942796857259935,0,1037,10933,9132,1367,10933,3
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,2,-1,3,km,msa,1.0,8,ctkga,0.0033268999282545244,0.0033268999282545244,0.006653799856509049,0.0,0.00814134386832388,0.0051662558446942146,0,982,10141,8330,1317,10141,3
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,2,-1,3,km,msa,1.0,9,ctkga,0.0032650797985070788,0.0032650797985070788,0.0065301595970141575,0.0,0.007745155766811013,0.005315163427217302,0,950,10492,8709,1329,10492,3
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,4,-1,1,km,msa,0.0,0,ctkga,3.664227756671826e-06,3.664227756671826e-06,7.328455513343652e-06,0.0,6.909686626866871e-06,7.74722439982043e-06,0,1288,9687,2,1288,9687,1
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,4,-1,1,km,msa,0.0,1,ctkga,0.000808520026207101,0.000808520026207101,0.001617040052414202,0.0,0.0018373412931236065,0.001396738811704798,0,587,10299,863,1287,10299,1
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,4,-1,1,km,msa,0.0,2,ctkga,0.0010012348107352044,0.0010012348107352044,0.0020024696214704088,0.0,0.0023604849463753214,0.0016444542965654949,0,456,9454,782,1271,9454,1
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,4,-1,1,km,msa,0.0,3,ctkga,0.001277257230926746,0.001277257230926746,0.002554514461853492,0.0,0.003020721252704523,0.002088307671002461,0,406,9880,884,1262,9880,1
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,4,-1,1,km,msa,0.0,4,ctkga,0.0013235996241126764,0.0013235996241126764,0.002647199248225353,0.0,0.0030051624626847213,0.0022892360337659888,0,393,10257,1005,1269,10257,1
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,4,-1,1,km,msa,0.0,6,ctkga,0.0011449503795757238,0.0011449503795757238,0.0022899007591514475,0.0,0.002636899031755863,0.001942902486547031,0,389,9938,931,1301,9938,1
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,4,-1,1,km,msa,0.0,7,ctkga,0.0011015975875884854,0.0011015975875884854,0.002203195175176971,0.0,0.002745807426944987,0.0016605829234089557,0,418,10933,919,1367,10933,1
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,4,-1,1,km,msa,0.0,8,ctkga,0.0013617497112740318,0.0013617497112740318,0.0027234994225480637,0.0,0.0031958295846812534,0.0022511692604148714,0,346,10141,859,1317,10141,1
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,4,-1,1,km,msa,0.0,9,ctkga,0.0014846713522908143,0.0014846713522908143,0.0029693427045816285,0.0,0.003408366347255084,0.0025303190619081727,0,345,10492,981,1329,10492,1
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,4,-1,1,km,msa,0.25,0,ctkga,3.768919978291021e-06,3.768919978291021e-06,7.537839956582042e-06,0.0,6.07214885391331e-06,9.003531059250772e-06,0,1288,9687,2,1288,9687,1
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,4,-1,1,km,msa,0.25,1,ctkga,0.0008281914531914533,0.0008281914531914533,0.0016563829063829065,0.0,0.0018991143991143994,0.0014136514136514136,0,597,10299,874,1287,10299,1
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,4,-1,1,km,msa,0.25,2,ctkga,0.0010175596524927754,0.0010175596524927754,0.002035119304985551,0.0,0.0023854415278490816,0.0016847970821220238,0,470,9454,816,1271,9454,1
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,4,-1,1,km,msa,0.25,3,ctkga,0.0012631769559382127,0.0012631769559382127,0.0025263539118764253,0.0,0.002920256850759321,0.0021324509729935296,0,418,9880,918,1262,9880,1
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,4,-1,1,km,msa,0.25,4,ctkga,0.0013345678633306683,0.0013345678633306683,0.0026691357266613366,0.0,0.0030397221492572167,0.0022985493040654603,0,413,10257,1027,1269,10257,1
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,4,-1,1,km,msa,0.25,5,ctkga,0.0016843781210858979,0.0016843781210858979,0.0033687562421717957,0.0,0.004284780792146328,0.0024527316921972636,0,353,9825,997,1251,9825,1
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,4,-1,1,km,msa,0.25,6,ctkga,0.0011606767342558389,0.0011606767342558389,0.0023213534685116778,0.0,0.0026873550168403175,0.0019553519201830362,0,386,9938,973,1301,9938,1
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,4,-1,1,km,msa,0.25,8,ctkga,0.0013596094077920362,0.0013596094077920362,0.0027192188155840723,0.0,0.0031999721746676295,0.0022384654565005156,0,372,10141,931,1317,10141,1
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,4,-1,1,km,msa,0.25,9,ctkga,0.0015679778125724444,0.0015679778125724444,0.0031359556251448887,0.0,0.0036027372955219766,0.0026691739547677978,0,345,10492,1039,1329,10492,1
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,4,-1,1,km,msa,0.5,0,ctkga,4.241313789359391e-06,4.241313789359391e-06,8.482627578718783e-06,0.0,7.586946405810588e-06,9.378308751626978e-06,0,1288,9687,3,1288,9687,1
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,4,-1,1,km,msa,0.5,1,ctkga,0.0007980301945819187,0.0007980301945819187,0.0015960603891638375,0.0,0.0017835931629035082,0.0014085276154241673,0,583,10299,837,1287,10299,1
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,4,-1,1,km,msa,0.5,2,ctkga,0.000993548662075214,0.000993548662075214,0.001987097324150428,0.0,0.0023104375972521412,0.0016637570510487163,0,465,9454,796,1271,9454,1
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,4,-1,1,km,msa,0.5,3,ctkga,0.0012211342540185649,0.0012211342540185649,0.0024422685080371298,0.0,0.002929659525118629,0.0019548774909556306,0,411,9880,858,1262,9880,1
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,4,-1,1,km,msa,0.5,4,ctkga,0.001321608610917498,0.001321608610917498,0.002643217221834996,0.0,0.00296897492461096,0.002317459519059038,0,395,10257,979,1269,10257,1
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,4,-1,1,km,msa,0.5,5,ctkga,0.0016887841872298753,0.0016887841872298753,0.0033775683744597506,0.0,0.004332759541925542,0.0024223772069939587,0,340,9825,948,1251,9825,1
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,4,-1,1,km,msa,0.5,6,ctkga,0.0011207801080975561,0.0011207801080975561,0.0022415602161951122,0.0,0.0025984547034288994,0.001884665728961325,0,382,9938,928,1301,9938,1
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,4,-1,1,km,msa,0.5,7,ctkga,0.0011120549434375337,0.0011120549434375337,0.0022241098868750675,0.0,0.002654906970927453,0.0017933128028226786,0,409,10933,933,1367,10933,1
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,4,-1,1,km,msa,0.5,8,ctkga,0.0012936658228531878,0.0012936658228531878,0.0025873316457063755,0.0,0.0030548051845085073,0.002119858106904241,0,335,10141,789,1317,10141,1
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,4,-1,1,km,msa,0.75,0,ctkga,3.7427469228862225e-06,3.7427469228862225e-06,7.485493845772445e-06,0.0,6.909686626866871e-06,8.061301064678014e-06,0,1288,9687,2,1288,9687,1
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,4,-1,1,km,msa,0.75,1,ctkga,0.000824533786862554,0.000824533786862554,0.001649067573725108,0.0,0.0018878255179625041,0.0014103096294877122,0,588,10299,890,1287,10299,1
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,4,-1,1,km,msa,0.75,2,ctkga,0.000993170566720253,0.000993170566720253,0.001986341133440506,0.0,0.002361532028629381,0.0016111502382516326,0,463,9454,782,1271,9454,1
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,4,-1,1,km,msa,0.75,3,ctkga,0.0012450786532369295,0.0012450786532369295,0.002490157306473859,0.0,0.0029987901354695027,0.001981524477478215,0,393,9880,834,1262,9880,1
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,4,-1,1,km,msa,0.75,4,ctkga,0.0013265441580853764,0.0013265441580853764,0.002653088316170753,0.0,0.002996319739246607,0.002309856893094903,0,389,10257,979,1269,10257,1
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,4,-1,1,km,msa,0.75,5,ctkga,0.001647828305073937,0.001647828305073937,0.003295656610147874,0.0,0.004177387836175091,0.002413925384120657,0,324,9825,898,1251,9825,1
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,4,-1,1,km,msa,0.75,6,ctkga,0.0011630293547088325,0.0011630293547088325,0.002326058709417665,0.0,0.002758409282237107,0.0018937081365982204,0,379,9938,924,1301,9938,1
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,4,-1,1,km,msa,0.75,7,ctkga,0.0010845000648912067,0.0010845000648912067,0.0021690001297824135,0.0,0.002616441181285068,0.0017215590782797582,0,416,10933,932,1367,10933,1
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,4,-1,1,km,msa,0.75,8,ctkga,0.0013586335012541512,0.0013586335012541512,0.0027172670025083024,0.0,0.003177041684219731,0.0022574923207968707,0,349,10141,881,1317,10141,1
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,4,-1,1,km,msa,0.75,9,ctkga,0.0014637329724967486,0.0014637329724967486,0.0029274659449934973,0.0,0.0033974281962596917,0.0024575036937273032,0,355,10492,998,1329,10492,1
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,4,-1,1,km,msa,1.0,0,ctkga,3.9714100557154645e-06,3.9714100557154645e-06,7.942820111430929e-06,0.0,6.3121749229914645e-06,9.573465299870389e-06,0,1288,9687,2,1288,9687,1
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,4,-1,1,km,msa,1.0,2,ctkga,0.000994064246650161,0.000994064246650161,0.001988128493300322,0.0,0.002353385792345219,0.001622871194255426,0,459,9454,780,1271,9454,1
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,4,-1,1,km,msa,1.0,3,ctkga,0.0012326899856614595,0.0012326899856614595,0.002465379971322919,0.0,0.002923056249894117,0.002007703692751722,0,411,9880,859,1262,9880,1
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,4,-1,1,km,msa,1.0,4,ctkga,0.0013141770939376365,0.0013141770939376365,0.002628354187875273,0.0,0.0029470935785280337,0.0023096147972225165,0,389,10257,977,1269,10257,1
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,4,-1,1,km,msa,1.0,5,ctkga,0.0016514756850336486,0.0016514756850336486,0.0033029513700672973,0.0,0.004194040789068563,0.002411861951066031,0,333,9825,911,1251,9825,1
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,4,-1,1,km,msa,1.0,6,ctkga,0.0010982368099489545,0.0010982368099489545,0.002196473619897909,0.0,0.0025045717157554195,0.001888375524040396,0,383,9938,903,1301,9938,1
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,4,-1,1,km,msa,1.0,7,ctkga,0.0010353139975814761,0.0010353139975814761,0.0020706279951629523,0.0,0.0025514091884010375,0.0015898468019248668,0,409,10933,834,1367,10933,1
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,4,-1,1,km,msa,1.0,8,ctkga,0.0013359185739595764,0.0013359185739595764,0.002671837147919153,0.0,0.0031073932990052515,0.0022362809968330534,0,349,10141,851,1317,10141,1
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,4,-1,1,km,msa,1.0,9,ctkga,0.0014400116705824539,0.0014400116705824539,0.0028800233411649077,0.0,0.003318075411754869,0.002441971270574948,0,347,10492,985,1329,10492,1
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,4,-1,2,km,msa,0.0,0,ctkga,8.1133617076634e-06,8.1133617076634e-06,1.62267234153268e-05,0.0,6.788300743353447e-06,2.5665146087300154e-05,0,1009,9687,6,1288,9687,2
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,4,-1,2,km,msa,0.0,1,ctkga,0.000981135583033273,0.000981135583033273,0.001962271166066546,0.0,0.002219428292035553,0.0017051140400975388,0,966,10299,1464,1287,10299,2
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,4,-1,2,km,msa,0.0,2,ctkga,0.0013208736578118904,0.0013208736578118904,0.002641747315623781,0.0,0.0030848606533723094,0.0021986339778752527,0,824,9454,1753,1271,9454,3
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,4,-1,2,km,msa,0.0,4,ctkga,0.0018894048038551577,0.0018894048038551577,0.0037788096077103154,0.0,0.004451609549127276,0.0031060096662933515,0,746,10257,2517,1269,10257,2
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,4,-1,2,km,msa,0.0,5,ctkga,0.0019694219501639743,0.0019694219501639743,0.0039388439003279485,0.0,0.004810740878577258,0.003066946922078645,0,706,9825,2228,1251,9825,4
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,4,-1,2,km,msa,0.0,6,ctkga,0.0015847395559421226,0.0015847395559421226,0.003169479111884245,0.0,0.0036127080287189947,0.0027262501950495004,0,759,9938,2067,1301,9938,4
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,4,-1,2,km,msa,0.0,7,ctkga,0.0017813528321187846,0.0017813528321187846,0.0035627056642375692,0.0,0.004373824091396564,0.00275158723707858,0,771,10933,2394,1367,10933,2
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,4,-1,2,km,msa,0.0,8,ctkga,0.0019345804332748999,0.0019345804332748999,0.0038691608665497998,0.0,0.004370269277758468,0.003368052455341129,0,738,10141,2855,1317,10141,4
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,4,-1,2,km,msa,0.0,9,ctkga,0.001888766964858012,0.001888766964858012,0.003777533929716024,0.0,0.004440751888080704,0.0031143159713513356,0,745,10492,2599,1329,10492,3
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,4,-1,2,km,msa,0.25,0,ctkga,0.0002818449386703046,0.0002818449386703046,0.0005636898773406092,0.0,0.000615907158488865,0.0005114725961923536,0,1280,9687,854,1288,9687,2
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,4,-1,2,km,msa,0.25,1,ctkga,0.0016350063404163447,0.0016350063404163447,0.0032700126808326894,0.0,0.0039132121160421465,0.0026268132456232296,0,1184,10299,3889,1287,10299,3
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,4,-1,2,km,msa,0.25,2,ctkga,0.0017835533149246385,0.0017835533149246385,0.003567106629849277,0.0,0.004175131182134831,0.0029590820775637163,0,1059,9454,3848,1271,9454,3
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,4,-1,2,km,msa,0.25,3,ctkga,0.0021438433005424567,0.0021438433005424567,0.004287686601084913,0.0,0.004859322789688385,0.0037160504124814364,0,987,9880,4431,1262,9880,3
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,4,-1,2,km,msa,0.25,4,ctkga,0.002477809479090602,0.002477809479090602,0.004955618958181204,0.0,0.005897162724854858,0.004014075191507561,0,969,10257,5018,1269,10257,4
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,4,-1,2,km,msa,0.25,6,ctkga,0.0022131323791514824,0.0022131323791514824,0.004426264758302965,0.0,0.00515261087988915,0.003699918636716787,0,925,9938,4742,1301,9938,2
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,4,-1,2,km,msa,0.25,7,ctkga,0.002155778939258647,0.002155778939258647,0.004311557878517294,0.0,0.004979236998583694,0.003643878758450899,0,1001,10933,4752,1367,10933,2
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,4,-1,2,km,msa,0.25,8,ctkga,0.0023903306557204185,0.0023903306557204185,0.004780661311440837,0.0,0.005425708853676703,0.004135613769204971,0,914,10141,4858,1317,10141,4
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,4,-1,2,km,msa,0.25,9,ctkga,0.0024301810886268277,0.0024301810886268277,0.004860362177253655,0.0,0.005703523741476908,0.004017200613030392,0,921,10492,5381,1329,10492,3
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,4,-1,2,km,msa,0.5,0,ctkga,0.00029943726782746843,0.00029943726782746843,0.0005988745356549369,0.0,0.0006215257439932095,0.0005762233273166645,0,1287,9687,1231,1288,9687,2
email-temp,-1,dept,mean,10,only_clusters,adm,0.5,0.5,4,-1,2,km,msa,0.5,1,ctkga,0.001657822526064062,0.001657822526064062,0.003315645052128124,0.0,0.0039767574043800425,0.002654532699876203,0,1193,10299,4626,1287,10299,3
