data,sample,sattr,strategy,n_sg,anony_mode,info_loss,alpha_adm,alpha_dm,k,w,l,reset_w,calgo,enforcer_str,enforcer_name,max_dist,enforcer,t,algo,adm,radm,dm,am,odm,idm,num_anonymized_fake_entities,num_anonymized_real_entities,num_real_edges,num_fake_edges,num_raw_entities,num_raw_edges,anonymized_anonymity,num_big_clusters,num_clusters,num_entities_in_big_clusters,num_anonymized_entities
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,10,-1,4,-1,km,gs#1.00,gs,1.0,gs,30,skga,0.663050281525852,0.005751784708586387,0.011503569417172774,0.0,0.01412545473918139,0.008881684095164157,1,,4031,2162,1077,4031,10,0,32,0,366
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,10,-1,4,-1,km,gs#0.25,gs,0.25,gs,9,skga,0.5194772678029588,0.007308155556656652,0.014616311113313305,0.0,0.015791218969282872,0.013441403257343991,4,,3701,2557,1037,3701,10,0,40,0,506
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,8,-1,1,-1,hdbscan,gs#1.00,gs,1.0,gs,2,skga,0.3816634335868666,0.0025584872524494757,0.0051169745048989515,0.0,0.006543511256891269,0.003690437752906634,0,,3701,2013,1034,3701,8,0,72,0,641
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,6,-1,1,-1,km,gs#1.00,gs,1.0,gs,46,skga,0.5548959614792001,0.002787113697844084,0.005574227395688168,0.0,0.007049758176899762,0.004098696614476609,0,,4019,1775,1109,4019,6,0,74,0,495
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,2,-1,1,-1,hdbscan,gs#1.00,gs,1.0,gs,8,skga,0.16451713499727133,0.0008856983031885111,0.0017713966063770221,0.0,0.002091047121813478,0.0014517460909405707,0,,3974,768,1038,3974,2,2,398,8,868
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,10,-1,4,-1,km,gs#0.75,gs,0.75,gs,21,skga,0.6196046207304199,0.005798556803639984,0.011597113607279969,0.0,0.013687704393573148,0.009506522820986768,2,,4028,1856,1082,4028,10,0,36,0,416
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,10,-1,4,1,hdbscan,gs#1.00,gs,1.0,gs,35,skga,0.0011889560419061952,0.0011889560419061952,0.0023779120838123904,0.0,0.00272681949065455,0.0020290046769702503,0,,3700,1838,1086,3700,10,0,84,0,1086
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,10,-1,3,-1,hdbscan,gs#1.00,gs,1.0,gs,42,skga,0.7363684153596539,0.005580582208489189,0.011161164416978378,0.0,0.013777850056919836,0.008544478777036913,1,,3894,1355,1075,3894,10,0,25,0,286
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,10,-1,4,-1,km,gs#0.75,gs,0.75,gs,13,skga,0.5550575872420042,0.0032193586879395893,0.0064387173758791785,0.0,0.008360357376105037,0.0045170773756533404,0,,3813,2031,1091,3813,10,0,42,0,487
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,2,-1,1,-1,km,gs#1.00,gs,1.0,gs,6,skga,0.16381571346580998,0.0008224673017060599,0.0016449346034121198,0.0,0.0019872813990461096,0.0013025878077781257,0,,3969,710,1036,3969,2,2,401,8,867
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,10,-1,2,-1,km,gs#1.00,gs,1.0,gs,13,skga,0.5058786538640875,0.003537174428317044,0.007074348856634088,0.0,0.009191316620102948,0.004957381093165221,0,,3813,2630,1091,3813,10,0,45,0,541
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,2,-1,1,-1,hdbscan,gs#1.00,gs,1.0,gs,11,skga,0.18742027215681553,0.0008785317505075563,0.0017570635010151125,0.0,0.0020948473569441296,0.0014192796450860957,0,,3644,756,1023,3644,2,1,380,4,832
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,10,-1,4,1,hdbscan,gs#1.00,gs,1.0,gs,27,skga,0.001960058746711285,0.001960058746711285,0.00392011749342257,0.0,0.004399301473263336,0.003440933513581807,0,,3780,2890,1022,3780,10,0,76,0,1022
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,2,-1,1,-1,hdbscan,gs#1.00,gs,1.0,gs,15,skga,0.18067917213078036,0.0008967733297630213,0.0017935466595260425,0.0,0.0022717900656045063,0.0013153032534475827,0,,3974,737,1067,3974,2,1,403,4,875
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,10,-1,4,2,km,gs#1.00,gs,1.0,gs,33,skga,0.17400108917607393,0.0030406846860824652,0.0060813693721649305,0.0,0.007932722296013111,0.004230016448316717,0,,3882,3493,1073,3882,10,0,70,0,889
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,10,-1,4,3,km,gs#1.00,gs,1.0,gs,9,skga,0.0009150347462126988,0.0009150347462126988,0.0018300694924253977,0.0,0.002096954626737427,0.0015631843581133612,0,,3701,984,1037,3701,10,0,82,0,1037
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,6,-1,1,-1,km,gs#1.00,gs,1.0,gs,13,skga,0.4009347372595211,0.0021676310689121925,0.004335262137824385,0.0,0.005510736700694807,0.0031597875749540096,0,,3813,1816,1091,3813,6,0,96,0,655
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,10,-1,4,-1,km,gs#1.00,gs,1.0,gs,8,skga,0.5220071762430344,0.005675546786965567,0.011351093573931135,0.0,0.013395174967983103,0.009307012179879157,2,,3974,2362,1038,3974,10,0,41,0,501
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,10,-1,2,-1,hdbscan,gs#1.00,gs,1.0,gs,15,skga,0.5289049784407227,0.006577976370573168,0.013155952741146336,0.0,0.01755602948881625,0.008755875993476452,2,,3974,2351,1067,3974,10,0,42,0,508
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,8,-1,1,-1,km,gs#1.00,gs,1.0,gs,35,skga,0.572250329829845,0.003141326599166921,0.006282653198333842,0.0,0.008522435365439207,0.004042871031228524,0,,3700,1755,1086,3700,8,0,51,0,466
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,10,-1,4,-1,km,gs#0.25,gs,0.25,gs,49,skga,0.6583989730127753,0.007734360205890946,0.015468720411781892,0.0,0.016958890667768383,0.013978550155795416,4,,4215,1658,1156,4215,10,0,34,0,402
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,10,-1,4,1,hdbscan,gs#1.00,gs,1.0,gs,31,skga,0.002359282760637129,0.002359282760637129,0.004718565521274258,0.0,0.006693445087992862,0.0027436859545555553,0,,3994,2677,1072,3994,10,0,76,0,1072
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,10,-1,2,-1,hdbscan,gs#1.00,gs,1.0,gs,26,skga,0.6311072672856454,0.0036991549525697137,0.0073983099051394274,0.0,0.00965185474264696,0.005144765067631857,0,,3718,1777,1029,3718,10,0,32,0,381
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,10,-1,1,-1,km,gs#1.00,gs,1.0,gs,15,skga,0.5407996915209545,0.006127819904764607,0.012255639809529213,0.0,0.015726146185377654,0.00878513343368076,2,,3974,2224,1067,3974,10,0,43,0,495
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,10,-1,4,3,hdbscan,gs#1.00,gs,1.0,gs,37,skga,0.15009522616615922,0.0036830592452034793,0.007366118490406959,0.0,0.009165763079425336,0.0055664739013885425,0,,4091,5281,1116,4091,10,0,66,0,952
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,4,-1,1,-1,km,gs#1.00,gs,1.0,gs,3,skga,0.21609502015223103,0.0014653370681767957,0.0029306741363535915,0.0,0.0037268939081870306,0.0021344543645201463,0,,3934,1287,1084,3934,4,1,190,9,851
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,10,-1,4,2,hdbscan,gs#1.00,gs,1.0,gs,40,skga,0.0012894903871747067,0.0012894903871747067,0.0025789807743494134,0.0,0.003020413177453362,0.0021375483712454653,0,,3885,2122,1105,3885,10,0,87,0,1105
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,10,-1,1,-1,hdbscan,gs#1.00,gs,1.0,gs,11,skga,0.549999092237291,0.003569418525430253,0.007138837050860506,0.0,0.008990195207203998,0.005287478894517014,0,,3644,2167,1023,3644,10,0,40,0,462
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,10,-1,4,4,hdbscan,gs#1.00,gs,1.0,gs,3,skga,0.36573576067864,0.00500371139746129,0.01000742279492258,0.0,0.014478455204233602,0.00553639038561154,0,,3934,3886,1084,3934,10,0,46,0,691
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,2,-1,1,-1,km,gs#1.00,gs,1.0,gs,48,skga,0.24862729035861214,0.0008920853681545521,0.0017841707363091043,0.0,0.0020995406020876874,0.001468800870530523,0,,3988,828,1101,3988,2,0,384,0,828
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,10,-1,2,-1,km,gs#1.00,gs,1.0,gs,18,skga,0.5261065636206235,0.003681871708419163,0.007363743416838326,0.0,0.009455203814302125,0.0052722830193745445,0,,3707,2309,1047,3707,10,0,42,0,498
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,10,-1,4,1,km,gs#1.00,gs,1.0,gs,10,skga,0.0012732321106513097,0.0012732321106513097,0.0025464642213026195,0.0,0.0031371389118109625,0.0019557895307942817,0,,3898,1570,1069,3898,10,0,82,0,1069
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,8,-1,1,-1,hdbscan,gs#1.00,gs,1.0,gs,43,skga,0.6196476321123646,0.00636298939944341,0.01272597879888682,0.0,0.013850827438234214,0.011601130159539428,3,,3999,1888,1105,3999,8,0,49,0,426
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,4,-1,1,-1,hdbscan,gs#1.00,gs,1.0,gs,25,skga,0.3952582113877937,0.001984674806121592,0.003969349612243184,0.0,0.0050456934111679,0.0028930058133184583,0,,3546,1529,1043,3546,4,0,139,0,632
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,10,-1,4,3,hdbscan,gs#1.00,gs,1.0,gs,26,skga,0.4019628537240247,0.0042391205210702285,0.008478241042140457,0.0,0.011083120256886934,0.005873361827393948,0,,3718,3329,1029,3718,10,0,40,0,618
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,10,-1,4,2,km,gs#1.00,gs,1.0,gs,11,skga,0.12098040283642404,0.003063139802285812,0.006126279604571624,0.0,0.007783290309575977,0.004469268899567159,0,,3644,3575,1023,3644,10,0,65,0,902
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,4,-1,1,-1,km,gs#1.00,gs,1.0,gs,19,skga,0.3319561179984572,0.0017515706091231827,0.0035031412182463654,0.0,0.004463261403987961,0.0025430210325047675,0,,3917,1329,1046,3917,4,0,156,0,700
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,10,-1,2,-1,km,gs#1.00,gs,1.0,gs,39,skga,0.6390013153698979,0.004141559641097823,0.008283119282195646,0.0,0.010916608022519361,0.005649630541871934,0,,4370,2270,1120,4370,10,0,34,0,406
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,10,-1,4,3,km,gs#1.00,gs,1.0,gs,13,skga,0.04245930162709477,0.0022188138253680973,0.0044376276507361945,0.0,0.005440886930227965,0.003434368371244475,0,,3813,3072,1091,3813,10,0,80,0,1047
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,10,-1,4,-1,km,gs#0.25,gs,0.25,gs,43,skga,0.6780147826621077,0.0033790891922379734,0.006758178384475947,0.0,0.00866446125961695,0.004851895509334946,0,,3999,1612,1105,3999,10,0,31,0,357
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,10,-1,1,-1,hdbscan,gs#1.00,gs,1.0,gs,40,skga,0.7110556704408182,0.014249292559226797,0.028498585118453594,0.0,0.030350917964210994,0.02664625227269619,7,,3885,1748,1105,3885,10,0,30,0,331
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,4,-1,1,-1,hdbscan,gs#1.00,gs,1.0,gs,42,skga,0.44200562466197946,0.0019235382888983475,0.003847076577796695,0.0,0.004658901830282861,0.0030352513253105186,0,,3894,1543,1075,3894,4,0,132,0,601
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,10,-1,4,-1,km,gs#1.00,gs,1.0,gs,35,skga,0.6986061085504784,0.005109799653998548,0.010219599307997096,0.0,0.012017969752776405,0.008421228863217823,1,,3700,1665,1086,3700,10,0,29,0,330
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,6,-1,1,-1,hdbscan,gs#1.00,gs,1.0,gs,34,skga,0.5261984192390536,0.0025706684172045924,0.005141336834409185,0.0,0.006783334462152429,0.0034993392066659345,0,,3887,1664,1101,3887,6,0,78,0,523
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,8,-1,1,-1,hdbscan,gs#1.00,gs,1.0,gs,26,skga,0.5996731331710804,0.004948810630795669,0.009897621261591338,0.0,0.008142756931481077,0.011652485591701582,3,,3718,1643,1029,3718,8,0,48,0,417
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,2,-1,1,-1,km,gs#1.00,gs,1.0,gs,22,skga,0.21225277977362747,0.0008820970793461487,0.0017641941586922973,0.0,0.0021644837298714645,0.00136390458751316,0,,3810,690,1021,3810,2,0,373,0,805
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,10,-1,4,-1,km,gs#0.00,gs,0.0,gs,40,skga,0.7153516512765915,0.09156281823812908,0.18312563647625815,0.0,0.18409675488971347,0.18215451806280358,77,,3885,2245,1105,3885,10,0,38,0,431
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,2,-1,1,-1,hdbscan,gs#1.00,gs,1.0,gs,25,skga,0.22122027046033044,0.0009012817836711487,0.0018025635673422974,0.0,0.002243032976830254,0.0013620941578543332,0,,3546,743,1043,3546,2,0,374,0,813
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,10,-1,1,-1,hdbscan,gs#1.00,gs,1.0,gs,48,skga,0.7232311308108144,0.004174754976165456,0.008349509952330912,0.0,0.010489572759167249,0.006209447145494592,0,,3988,1834,1101,3988,10,0,29,0,306
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,10,-1,4,4,km,gs#1.00,gs,1.0,gs,0,skga,0.0012508875863221165,0.0012508875863221165,0.002501775172644233,0.0,0.002861160614836267,0.002142389730452218,0,,4040,1737,1072,4040,10,0,92,0,1072
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,10,-1,2,-1,km,gs#1.00,gs,1.0,gs,40,skga,0.6578262115845295,0.012558881540781983,0.025117763081563965,0.0,0.027543798584522543,0.022691727578605395,7,,3885,1832,1105,3885,10,0,32,0,390
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,10,-1,3,-1,km,gs#1.00,gs,1.0,gs,49,skga,0.6870538173034327,0.003400035269333789,0.006800070538667578,0.0,0.008891208403633697,0.004708932673701475,0,,4215,1653,1156,4215,10,0,33,0,363
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,10,-1,4,-1,km,gs#0.50,gs,0.5,gs,34,skga,0.6985504054195633,0.0033153044052226664,0.006630608810445333,0.0,0.008444411714166492,0.004816805906724162,0,,3887,1510,1101,3887,10,0,29,0,333
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,10,-1,4,4,hdbscan,gs#1.00,gs,1.0,gs,7,skga,0.4758781582500628,0.0048201619348439,0.0096403238696878,0.0,0.012649394281270772,0.006631253458104845,0,,3894,3660,1069,3894,10,0,39,0,563
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,4,-1,1,-1,hdbscan,gs#1.00,gs,1.0,gs,5,skga,0.22570171426236102,0.0018188956433637174,0.003637791286727435,0.0,0.004511651469098253,0.002763931104356619,0,,4423,1970,1128,4423,4,0,194,0,875
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,6,-1,1,-1,km,gs#1.00,gs,1.0,gs,36,skga,0.5805961621884382,0.003087491612698535,0.00617498322539707,0.0,0.008366936132173148,0.003983030318621003,0,,3562,1508,1053,3562,6,0,68,0,443
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,4,-1,1,-1,km,gs#1.00,gs,1.0,gs,2,skga,0.22736298538286276,0.0013666586073500992,0.0027333172147001985,0.0,0.0033353481624758224,0.002131286266924554,0,,3701,1230,1034,3701,4,1,180,9,800
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,10,-1,4,3,km,gs#1.00,gs,1.0,gs,3,skga,0.0012237714628068777,0.0012237714628068777,0.0024475429256137554,0.0,0.003789606623003504,0.0011054792282240175,0,,3934,803,1084,3934,10,0,82,0,1084
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,10,-1,2,-1,hdbscan,gs#1.00,gs,1.0,gs,22,skga,0.6547341768023321,0.004190944958138971,0.008381889916277942,0.0,0.010212099581112997,0.006551680251442872,0,,3810,2086,1021,3810,10,0,29,0,354
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,10,-1,4,-1,km,gs#0.75,gs,0.75,gs,20,skga,0.6262026745842744,0.0038209209364158726,0.007641841872831745,0.0,0.010016116842555753,0.005267566903107721,0,,3983,2012,1082,3983,10,0,36,0,406
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,10,-1,4,-1,km,gs#1.00,gs,1.0,gs,38,skga,0.6690202801657334,0.008645130691399659,0.017290261382799318,0.0,0.019810286677908934,0.014770236087689714,4,,4450,1934,1186,4450,10,0,35,0,400
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,2,-1,1,-1,km,gs#1.00,gs,1.0,gs,38,skga,0.21816836533020142,0.00080569103622725,0.0016113820724545,0.0,0.0020261528173518705,0.0011966113275571318,0,,4450,778,1186,4450,2,0,430,0,928
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,10,-1,3,-1,hdbscan,gs#1.00,gs,1.0,gs,2,skga,0.38329369147252595,0.0036338702852998102,0.0072677405705996205,0.0,0.009758824951644091,0.00477665618955512,0,,3701,2727,1034,3701,10,0,47,0,640
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,10,-1,4,-1,km,gs#0.00,gs,0.0,gs,19,skga,0.5779889883705203,0.07384810272746743,0.14769620545493486,0.0,0.14920410665344444,0.14618830425642446,80,,3917,2889,1046,3917,10,0,47,0,563
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,10,-1,4,-1,km,gs#0.75,gs,0.75,gs,2,skga,0.3615608947618495,0.0028005516370882403,0.005601103274176481,0.0,0.007177417941061311,0.00402478860729166,0,,3701,2328,1034,3701,10,0,55,0,662
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,10,-1,4,-1,km,gs#0.25,gs,0.25,gs,12,skga,0.5964628551166361,0.013850405730845186,0.027700811461690372,0.0,0.02909915275583878,0.026302470167542,8,,3667,2822,1009,3667,10,0,33,0,421
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,4,-1,1,-1,km,gs#1.00,gs,1.0,gs,17,skga,0.35053964743199134,0.001805706373855574,0.003611412747711148,0.0,0.004460002986835128,0.0027628225085871393,0,,4199,1552,1102,4199,4,0,160,0,717
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,10,-1,3,-1,km,gs#1.00,gs,1.0,gs,38,skga,0.6759318240631993,0.009324345252434864,0.01864869050486973,0.0,0.022397787108097856,0.014899593901641604,4,,4450,1906,1186,4450,10,0,36,0,392
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,10,-1,4,-1,km,gs#0.75,gs,0.75,gs,12,skga,0.5931622827653202,0.008374983995713218,0.016749967991426435,0.0,0.01819983782322731,0.015300098159625564,4,,3667,1998,1009,3667,10,0,37,0,418
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,10,-1,3,-1,km,gs#1.00,gs,1.0,gs,5,skga,0.3871820535310095,0.00395008124348516,0.00790016248697032,0.0,0.009730057023729184,0.006070267950211497,0,,4423,3702,1128,4423,10,0,57,0,694
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,10,-1,4,4,hdbscan,gs#1.00,gs,1.0,gs,26,skga,0.44758892033837,0.004499122641300734,0.008998245282601468,0.0,0.011918803047864203,0.006077687517338703,0,,3718,3267,1029,3718,10,0,37,0,571
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,10,-1,4,3,km,gs#1.00,gs,1.0,gs,12,skga,0.001119753732758005,0.001119753732758005,0.00223950746551601,0.0,0.0022797793102906283,0.0021992356207413675,0,,3667,1464,1009,3667,10,0,81,0,1009
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,10,-1,3,-1,hdbscan,gs#1.00,gs,1.0,gs,8,skga,0.529072044579579,0.006430733347374665,0.01286146669474933,0.0,0.014179791408267223,0.011543141981231414,2,,3974,3158,1038,3974,10,0,39,0,494
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,10,-1,2,-1,hdbscan,gs#1.00,gs,1.0,gs,4,skga,0.4168504334651965,0.003709988208564617,0.007419976417129234,0.0,0.009292226280521104,0.005547726553737278,0,,3990,3371,1090,3990,10,0,52,0,638
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,10,-1,4,-1,km,gs#0.00,gs,0.0,gs,0,skga,0.16305091264758292,0.031070210250463064,0.06214042050092613,0.0,0.06366345618024916,0.0606173848216034,63,,4040,391,1072,4040,10,0,86,0,991
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,10,-1,2,-1,hdbscan,gs#1.00,gs,1.0,gs,17,skga,0.5880895072809378,0.004549642595599701,0.009099285191199402,0.0,0.011806683223485234,0.0063918871589135895,0,,4199,2538,1102,4199,10,0,38,0,456
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,10,-1,4,-1,km,gs#0.50,gs,0.5,gs,16,skga,0.595807077684254,0.0055461693058592295,0.011092338611718459,0.0,0.01324675898319309,0.008937918240243833,2,,3819,1681,1053,3819,10,0,36,0,430
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,10,-1,4,2,hdbscan,gs#1.00,gs,1.0,gs,1,skga,0.18344108173903054,0.0030496873406025016,0.006099374681205003,0.0,0.007922514304068463,0.004276235058341618,0,,3725,3291,1039,3725,10,0,58,0,851
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,4,-1,1,-1,hdbscan,gs#1.00,gs,1.0,gs,43,skga,0.4296363710816732,0.0027617536259855694,0.005523507251971139,0.0,0.006219038836825275,0.004827975667117001,1,,3999,1771,1105,3999,4,0,140,0,633
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,10,-1,4,-1,km,gs#0.50,gs,0.5,gs,22,skga,0.6263690223235656,0.003975905463082057,0.007951810926164114,0.0,0.011098523691767883,0.004805098160560365,0,,3810,1700,1021,3810,10,0,34,0,383
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,6,-1,1,-1,hdbscan,gs#1.00,gs,1.0,gs,21,skga,0.5086615205633438,0.002573668385624561,0.005147336771249122,0.0,0.006571806084902869,0.0037228674575953717,0,,4028,1718,1082,4028,6,0,80,0,533
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,10,-1,3,-1,km,gs#1.00,gs,1.0,gs,26,skga,0.6426097024954643,0.0033750240320673448,0.0067500480641346896,0.0,0.008738454731486097,0.0047616413967832595,0,,3718,1473,1029,3718,10,0,33,0,369
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,10,-1,4,-1,km,gs#0.50,gs,0.5,gs,38,skga,0.6604812255971153,0.008123740385801834,0.016247480771603668,0.0,0.018644346645827335,0.013850614897380004,4,,4450,1778,1186,4450,10,0,36,0,410
email-temp,-1,dept,mean,50,only_clusters,adm,0.5,0.5,10,-1,4,3,hdbscan,gs#1.00,gs,1.0,gs,25,skga,0.15008264014582906,0.0039732513169659575,0.007946502633931915,0.0,0.010791041399592801,0.005101963868271121,0,,3546,4275,1043,3546,10,0,58,0,890
