Unnamed: 0,t,clustering,gen_kg,gen_history,data,sample,strategy,n_sg,anony_mode,info_loss,alpha_adm,alpha_dm,k,w,calgo,max_dist
45,45,8.196208238601685,758.0089135169983,4.555553913116455,email-temp,-1,meanadd,50,all,adm,0.5,0.5,4,6,km,1.0
46,46,13.714470624923706,756.512264251709,4.665093898773193,email-temp,-1,meanadd,50,all,adm,0.5,0.5,4,6,km,1.0
47,47,8.540128707885742,830.5601601600647,4.706990480422974,email-temp,-1,meanadd,50,all,adm,0.5,0.5,4,6,km,1.0
48,48,8.730151653289795,709.3757507801056,4.748312473297119,email-temp,-1,meanadd,50,all,adm,0.5,0.5,4,6,km,1.0
49,49,8.811520338058473,721.0793099403381,4.9092586040496835,email-temp,-1,meanadd,50,all,adm,0.5,0.5,4,6,km,1.0
0,0,4.995599746704102,22.59165072441101,1.5196881294250488,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,2,km,1.0
1,1,3.4440417289733887,14.758796215057373,1.5323922634124756,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,2,km,1.0
2,2,3.6758823394775386,56.06787633895874,1.594855546951294,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,2,km,1.0
3,3,3.903364419937134,65.45823192596436,2.0114846229553223,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,2,km,1.0
4,4,3.765106201171875,107.19541025161743,2.190282821655273,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,2,km,1.0
5,5,4.3970162868499765,125.67637348175049,2.268311023712158,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,2,km,1.0
6,6,3.9232473373413086,148.11051893234253,2.48564887046814,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,2,km,1.0
7,7,3.849886655807495,146.6058099269867,2.6795940399169917,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,2,km,1.0
8,8,4.699726819992065,131.59774231910706,2.4305553436279297,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,2,km,1.0
9,9,3.9010009765625,169.1966323852539,2.488537311553955,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,2,km,1.0
10,10,4.937410354614258,199.67675304412842,2.9383885860443115,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,2,km,1.0
11,11,5.2471134662628165,233.1482207775116,3.342625856399536,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,2,km,1.0
12,12,5.273747682571411,214.03704690933228,3.29007339477539,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,2,km,1.0
13,13,4.979183912277222,254.27872681617737,2.8719303607940674,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,2,km,1.0
14,14,5.3129870891571045,242.6403739452362,3.4950485229492188,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,2,km,1.0
15,15,4.9550182819366455,241.34466671943662,3.440983772277832,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,2,km,1.0
16,16,5.100606679916382,260.9215326309204,2.508101224899292,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,2,km,1.0
17,17,4.764507055282593,277.09359765052795,2.927525758743286,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,2,km,1.0
18,18,5.538130760192871,306.776517868042,2.844520092010498,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,2,km,1.0
19,19,6.054001808166504,305.10640001297,3.722254514694214,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,2,km,1.0
20,20,5.419628620147705,300.64840555191034,4.130366563796997,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,2,km,1.0
21,21,4.703197479248047,383.5654180049896,3.874650478363037,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,2,km,1.0
22,22,6.45231294631958,384.313215970993,3.376261949539185,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,2,km,1.0
23,23,5.270832538604736,432.08113932609564,3.21600341796875,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,2,km,1.0
24,24,6.7437591552734375,484.6444046497345,3.416048526763916,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,2,km,1.0
25,25,6.351602792739867,553.0002965927124,3.75142240524292,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,2,km,1.0
26,26,7.175791263580322,530.4228594303131,4.4748806953430185,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,2,km,1.0
27,27,6.0388851165771475,492.8916683197022,4.0668861865997314,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,2,km,1.0
28,28,6.934647083282472,519.6659393310547,4.226592540740967,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,2,km,1.0
29,29,7.1511547565460205,583.2482340335846,3.746406555175781,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,2,km,1.0
30,30,6.790531635284424,617.6244988441467,4.486178398132324,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,2,km,1.0
31,31,7.622773885726929,540.2556731700897,4.2603135108947745,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,2,km,1.0
32,32,6.666914701461793,704.9001460075377,5.016098260879517,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,2,km,1.0
33,33,7.08330774307251,560.5481805801392,3.7114865779876713,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,2,km,1.0
34,34,6.198802471160889,623.3881840705873,4.371638298034668,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,2,km,1.0
35,35,7.0514678955078125,695.6577670574188,3.8148584365844727,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,2,km,1.0
36,36,6.1953163146972665,512.1653513908386,3.9028091430664062,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,2,km,1.0
37,37,6.689340829849242,558.0928981304169,3.9435644149780273,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,2,km,1.0
38,38,6.789915561676025,584.488632440567,4.182960510253906,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,2,km,1.0
39,39,13.011505126953125,766.170036315918,4.201530694961549,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,2,km,1.0
40,40,13.200344324111938,629.1826603412627,7.649221420288086,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,2,km,1.0
41,41,13.702265977859495,700.0008308887483,8.101433753967285,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,2,km,1.0
42,42,7.744261264801025,852.3847551345825,8.237786054611206,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,2,km,1.0
43,43,14.926811695098875,740.2472488880157,4.583719253540039,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,2,km,1.0
44,44,8.072514057159424,827.9284932613373,4.7055652141571045,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,2,km,1.0
45,45,8.342006683349611,840.8145532608032,4.667569637298584,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,2,km,1.0
46,46,8.535683155059813,875.7885866165161,4.773550510406494,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,2,km,1.0
47,47,8.783990144729612,980.0779826641084,4.87312650680542,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,2,km,1.0
48,48,9.01972198486328,824.9788568019867,4.927816390991211,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,2,km,1.0
49,49,9.253536939620973,807.0596303939819,5.1106605529785165,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,2,km,1.0
0,0,4.762279272079468,18.285051107406613,1.5342624187469482,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,1,km,1.0
1,1,6.403121471405028,4.866572618484497,1.5106966495513916,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,1,km,1.0
2,2,6.962672472000122,27.73305368423462,1.4146890640258791,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,1,km,1.0
3,3,6.201561212539673,42.29562091827393,1.8747100830078125,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,1,km,1.0
4,4,7.171823024749756,25.631717920303345,1.6913321018218994,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,1,km,1.0
5,5,7.607180118560791,7.2436487674713135,2.040865182876587,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,1,km,1.0
6,6,7.365058898925781,67.85300326347351,2.2645559310913086,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,1,km,1.0
7,7,7.0756776332855225,39.125192165374756,2.198361158370972,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,1,km,1.0
8,8,7.752549648284912,57.445550441741936,2.063873291015625,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,1,km,1.0
9,9,7.975056648254394,17.325392961502075,2.740575790405273,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,1,km,1.0
10,10,7.555708885192871,92.40766334533691,2.876481533050537,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,1,km,1.0
11,11,9.386706352233887,26.808197498321533,2.723717451095581,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,1,km,1.0
12,12,7.183795928955077,57.92550158500672,2.7162044048309326,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,1,km,1.0
13,13,8.784572839736937,39.740954160690315,3.035478353500366,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,1,km,1.0
14,14,9.432619333267214,21.835105419158936,3.1779296398162837,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,1,km,1.0
15,15,9.543273687362673,15.895907878875732,3.3313684463500977,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,1,km,1.0
16,16,7.516417264938354,21.067652463912964,3.243592977523804,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,1,km,1.0
17,17,9.634565830230713,38.00755858421326,3.145711660385132,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,1,km,1.0
18,18,8.284236192703247,84.33203029632568,3.561930656433105,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,1,km,1.0
19,19,10.480974435806273,139.32416582107544,3.7922747135162354,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,1,km,1.0
20,20,9.036276578903196,70.43499207496644,4.087454557418823,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,1,km,1.0
21,21,9.94117259979248,49.53839564323425,3.7001924514770512,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,1,km,1.0
22,22,9.999391794204714,118.01385736465454,4.566197156906128,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,1,km,1.0
23,23,9.812008142471312,76.29691243171692,3.57324743270874,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,1,km,1.0
24,24,10.551013231277468,61.64863681793213,4.313766002655028,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,1,km,1.0
25,25,10.070962667465212,167.91319227218628,4.589983940124512,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,1,km,1.0
26,26,11.435669660568236,110.57847142219543,4.453843832015991,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,1,km,1.0
27,27,11.339909076690676,127.0515296459198,4.968358993530273,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,1,km,1.0
28,28,11.143189191818237,25.112284421920773,4.881887674331665,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,1,km,1.0
29,29,11.770092248916626,132.8048186302185,4.754761219024658,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,1,km,1.0
30,30,11.447595596313475,163.50414752960202,4.80111575126648,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,1,km,1.0
31,31,12.36480164527893,45.447604179382324,4.760285139083862,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,1,km,1.0
32,32,12.931214809417725,110.29362678527832,4.946555852890015,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,1,km,1.0
33,33,12.555429220199585,225.8537328243256,5.510894775390625,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,1,km,1.0
34,34,14.458322048187256,110.94830870628357,5.005246162414551,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,1,km,1.0
35,35,12.519811153411865,183.60883021354675,5.367331266403198,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,1,km,1.0
36,36,12.490627527236938,111.96422576904295,4.491000890731812,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,1,km,1.0
37,37,13.867761135101318,72.09809327125551,5.6572022438049325,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,1,km,1.0
38,38,13.591454029083252,100.3822898864746,5.117323160171509,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,1,km,1.0
39,39,15.131130695343018,173.86922073364258,5.959259748458862,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,1,km,1.0
40,40,15.885793685913086,266.99450826644903,5.079156160354613,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,1,km,1.0
41,41,15.840822458267212,210.9889199733734,6.447567462921143,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,1,km,1.0
42,42,15.712050676345825,111.03840017318727,5.758193254470825,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,1,km,1.0
43,43,16.342981576919556,115.46618032455444,6.178375720977782,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,1,km,1.0
44,44,15.236858606338501,213.92044019699097,4.906760931015015,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,1,km,1.0
45,45,14.363789558410645,346.8037459850311,5.992480754852295,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,1,km,1.0
46,46,15.88587236404419,74.66272497177123,6.270782709121704,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,1,km,1.0
47,47,14.71452260017395,97.4979898929596,5.454443454742432,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,1,km,1.0
48,48,16.9796941280365,197.01670932769773,6.983343839645387,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,1,km,1.0
49,49,16.3966863155365,179.37643456459045,5.624335765838623,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,1,km,1.0
0,0,5.1012279987335205,23.466806411743164,1.4009637832641602,email-temp,-1,meanadd,50,all,adm,0.5,0.5,4,1,km,1.0
1,1,6.036700487136841,6.2967209815979,1.3408801555633545,email-temp,-1,meanadd,50,all,adm,0.5,0.5,4,1,km,1.0
2,2,6.9836976528167725,14.998680353164673,1.6736814975738523,email-temp,-1,meanadd,50,all,adm,0.5,0.5,4,1,km,1.0
3,3,6.854612827301025,13.810798645019533,1.8115360736846924,email-temp,-1,meanadd,50,all,adm,0.5,0.5,4,1,km,1.0
4,4,6.1558613777160645,14.282092809677124,2.1221859455108643,email-temp,-1,meanadd,50,all,adm,0.5,0.5,4,1,km,1.0
5,5,8.502846479415894,41.36687541007996,2.294344425201416,email-temp,-1,meanadd,50,all,adm,0.5,0.5,4,1,km,1.0
6,6,8.504596948623657,10.308745622634886,2.435555458068848,email-temp,-1,meanadd,50,all,adm,0.5,0.5,4,1,km,1.0
7,7,8.603315353393555,11.77987265586853,2.317253828048706,email-temp,-1,meanadd,50,all,adm,0.5,0.5,4,1,km,1.0
8,8,7.301145792007446,32.652009963989265,2.2032265663146973,email-temp,-1,meanadd,50,all,adm,0.5,0.5,4,1,km,1.0
9,9,8.30647349357605,24.657654285430908,2.4016187191009517,email-temp,-1,meanadd,50,all,adm,0.5,0.5,4,1,km,1.0
10,10,8.639642953872679,27.93948793411255,2.604297876358032,email-temp,-1,meanadd,50,all,adm,0.5,0.5,4,1,km,1.0
11,11,10.065661191940306,8.081573486328125,2.5118625164031982,email-temp,-1,meanadd,50,all,adm,0.5,0.5,4,1,km,1.0
12,12,9.79325819015503,14.902859449386597,3.23467230796814,email-temp,-1,meanadd,50,all,adm,0.5,0.5,4,1,km,1.0
13,13,8.572505474090576,21.49166202545166,2.4969170093536377,email-temp,-1,meanadd,50,all,adm,0.5,0.5,4,1,km,1.0
14,14,9.772508859634401,12.630773305892944,2.3461079597473145,email-temp,-1,meanadd,50,all,adm,0.5,0.5,4,1,km,1.0
15,15,9.09897518157959,34.101917266845696,2.90759539604187,email-temp,-1,meanadd,50,all,adm,0.5,0.5,4,1,km,1.0
16,16,9.659193754196169,134.20127820968628,3.0041294097900386,email-temp,-1,meanadd,50,all,adm,0.5,0.5,4,1,km,1.0
17,17,11.17015504837036,27.39260315895081,3.5003995895385738,email-temp,-1,meanadd,50,all,adm,0.5,0.5,4,1,km,1.0
18,18,10.839160680770874,21.98096990585327,3.1623318195343018,email-temp,-1,meanadd,50,all,adm,0.5,0.5,4,1,km,1.0
19,19,11.331380367279053,43.669074058532715,3.201396942138672,email-temp,-1,meanadd,50,all,adm,0.5,0.5,4,1,km,1.0
20,20,10.150303125381472,35.941227912902825,3.730922222137451,email-temp,-1,meanadd,50,all,adm,0.5,0.5,4,1,km,1.0
21,21,10.295994043350222,65.88236618041992,4.3413610458374015,email-temp,-1,meanadd,50,all,adm,0.5,0.5,4,1,km,1.0
22,22,13.209183692932127,57.818852186203,2.963080644607544,email-temp,-1,meanadd,50,all,adm,0.5,0.5,4,1,km,1.0
23,23,11.456829309463501,36.62021803855896,4.099698543548584,email-temp,-1,meanadd,50,all,adm,0.5,0.5,4,1,km,1.0
24,24,12.389175653457642,55.8351354598999,4.2651445865631095,email-temp,-1,meanadd,50,all,adm,0.5,0.5,4,1,km,1.0
25,25,13.027617454528807,38.8746325969696,4.687816381454468,email-temp,-1,meanadd,50,all,adm,0.5,0.5,4,1,km,1.0
26,26,12.078433275222778,70.08448433876039,4.195824384689331,email-temp,-1,meanadd,50,all,adm,0.5,0.5,4,1,km,1.0
27,27,12.403884172439575,85.41940808296205,4.628382682800293,email-temp,-1,meanadd,50,all,adm,0.5,0.5,4,1,km,1.0
28,28,12.522165536880493,41.493762493133545,3.922358512878418,email-temp,-1,meanadd,50,all,adm,0.5,0.5,4,1,km,1.0
29,29,13.188599824905396,86.62099528312683,4.813113212585449,email-temp,-1,meanadd,50,all,adm,0.5,0.5,4,1,km,1.0
30,30,12.247347831726074,45.22692346572876,4.6208109855651855,email-temp,-1,meanadd,50,all,adm,0.5,0.5,4,1,km,1.0
31,31,13.158891439437866,30.086225509643555,4.862683057785034,email-temp,-1,meanadd,50,all,adm,0.5,0.5,4,1,km,1.0
32,32,13.169680833816528,103.6711118221283,5.508777856826782,email-temp,-1,meanadd,50,all,adm,0.5,0.5,4,1,km,1.0
33,33,13.828705310821533,59.314711093902595,4.998620271682738,email-temp,-1,meanadd,50,all,adm,0.5,0.5,4,1,km,1.0
34,34,13.51993203163147,45.536057472229004,6.413543701171875,email-temp,-1,meanadd,50,all,adm,0.5,0.5,4,1,km,1.0
35,35,15.047718286514282,45.40494394302368,4.91709303855896,email-temp,-1,meanadd,50,all,adm,0.5,0.5,4,1,km,1.0
36,36,14.324741840362547,46.79997324943543,5.743628978729247,email-temp,-1,meanadd,50,all,adm,0.5,0.5,4,1,km,1.0
37,37,16.258721590042114,62.54461073875427,6.5972352027893075,email-temp,-1,meanadd,50,all,adm,0.5,0.5,4,1,km,1.0
38,38,15.438511371612547,40.022621393203735,6.423215389251709,email-temp,-1,meanadd,50,all,adm,0.5,0.5,4,1,km,1.0
39,39,16.313802480697632,29.776222944259644,6.529728889465332,email-temp,-1,meanadd,50,all,adm,0.5,0.5,4,1,km,1.0
40,40,17.770401477813717,65.40265870094301,6.379984617233276,email-temp,-1,meanadd,50,all,adm,0.5,0.5,4,1,km,1.0
41,41,16.003541707992554,54.81422686576843,6.0215744972229,email-temp,-1,meanadd,50,all,adm,0.5,0.5,4,1,km,1.0
42,42,16.36706566810608,33.524754762649536,5.842852592468263,email-temp,-1,meanadd,50,all,adm,0.5,0.5,4,1,km,1.0
43,43,17.404821634292606,90.57070660591124,6.2309184074401855,email-temp,-1,meanadd,50,all,adm,0.5,0.5,4,1,km,1.0
44,44,17.811954259872433,62.122092723846436,5.809305906295776,email-temp,-1,meanadd,50,all,adm,0.5,0.5,4,1,km,1.0
45,45,18.21843242645264,59.15341973304749,6.1277828216552725,email-temp,-1,meanadd,50,all,adm,0.5,0.5,4,1,km,1.0
46,46,18.38931798934936,107.94814658164978,6.343672275543213,email-temp,-1,meanadd,50,all,adm,0.5,0.5,4,1,km,1.0
47,47,18.56171202659607,145.93384647369385,6.334415912628174,email-temp,-1,meanadd,50,all,adm,0.5,0.5,4,1,km,1.0
48,48,20.65495085716248,45.861865282058716,7.525389194488525,email-temp,-1,meanadd,50,all,adm,0.5,0.5,4,1,km,1.0
49,49,19.255436420440677,61.34007167816162,7.129891395568848,email-temp,-1,meanadd,50,all,adm,0.5,0.5,4,1,km,1.0
0,0,4.749635219573975,10.2848801612854,1.352909803390503,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,6,km,1.0
1,1,3.5048131942749023,15.532194137573242,1.601762771606445,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,6,km,1.0
2,2,3.6632702350616455,50.473998069763184,1.5323688983917236,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,6,km,1.0
3,3,3.83431339263916,78.5096275806427,1.5610766410827637,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,6,km,1.0
4,4,3.799769163131714,139.3456506729126,2.0471725463867188,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,6,km,1.0
5,5,3.7248563766479488,141.81748270988462,2.320517063140869,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,6,km,1.0
6,6,4.012173652648927,161.12987494468692,2.5657780170440674,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,6,km,1.0
7,7,4.172459363937378,199.51298236846924,2.382171869277954,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,6,km,1.0
8,8,4.639845848083496,224.71504759788516,2.2179276943206787,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,6,km,1.0
9,9,4.257411003112793,248.33673930168152,2.694288730621338,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,6,km,1.0
10,10,4.353665590286255,287.0716621875763,2.5399320125579834,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,6,km,1.0
11,11,4.890730619430542,271.8031628131866,3.0405969619750977,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,6,km,1.0
12,12,5.019349575042725,291.8011515140533,2.886608600616455,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,6,km,1.0
13,13,5.210639238357544,285.38555598258966,2.4236319065093994,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,6,km,1.0
14,14,4.776185035705566,335.0438413619995,3.7257797718048096,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,6,km,1.0
15,15,4.361614942550658,339.70802164077764,2.8981826305389404,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,6,km,1.0
16,16,5.490644931793213,393.3283092975617,3.417973279953003,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,6,km,1.0
17,17,4.358842849731444,388.04128074646,3.239774465560913,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,6,km,1.0
18,18,4.331745147705078,397.4373807907105,3.4124765396118164,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,6,km,1.0
19,19,4.99604082107544,396.93209528923035,3.3778047561645512,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,6,km,1.0
20,20,4.8415915966033936,387.3615839481354,2.7714099884033203,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,6,km,1.0
21,21,5.690711498260497,474.7103886604309,3.6772866249084473,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,6,km,1.0
22,22,5.862675666809082,512.5903663635254,4.1673314571380615,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,6,km,1.0
23,23,5.203125,527.7393450737001,3.151371479034424,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,6,km,1.0
24,24,5.037317276000977,529.7305870056151,3.777287721633911,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,6,km,1.0
25,25,5.6266865730285645,517.9152636528015,3.6601161956787114,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,6,km,1.0
26,26,6.072751998901367,544.1410486698152,4.162421703338623,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,6,km,1.0
27,27,6.327401638031006,605.157924413681,4.918900728225708,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,6,km,1.0
28,28,7.2953040599823,607.3728213310243,4.125700235366821,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,6,km,1.0
29,29,5.735189914703369,644.5150542259216,3.684857845306397,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,6,km,1.0
30,30,6.571554660797119,707.4678633213043,4.042942523956299,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,6,km,1.0
31,31,7.482207059860229,669.3653342723846,3.933939695358277,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,6,km,1.0
32,32,6.369147062301637,816.8834013938904,3.630991697311402,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,6,km,1.0
33,33,5.909039735794067,652.9635088443756,3.686843872070313,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,6,km,1.0
34,34,5.887625217437744,671.3022787570952,3.8695664405822754,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,6,km,1.0
35,35,6.259071111679077,775.7932906150818,3.8284304141998287,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,6,km,1.0
36,36,6.459261894226074,632.1771063804626,3.935857057571411,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,6,km,1.0
37,37,6.594727277755737,596.3797221183778,4.110424518585205,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,6,km,1.0
38,38,6.7409987449646,719.4046168327333,7.055423259735107,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,6,km,1.0
39,39,12.96766710281372,783.2117486000061,4.244662523269653,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,6,km,1.0
40,40,7.177661180496216,776.7551553249359,4.369437456130981,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,6,km,1.0
41,41,7.386566400527954,784.4577791690826,4.524007081985474,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,6,km,1.0
42,42,7.6727960109710684,1051.1695568561554,4.646280288696289,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,6,km,1.0
43,43,7.762997388839723,1045.5822446346285,4.663440942764282,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,6,km,1.0
44,44,8.155366659164429,937.8782830238342,4.7362797260284415,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,6,km,1.0
45,45,8.527460098266603,921.581582546234,4.957956314086914,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,6,km,1.0
46,46,8.517283916473389,926.539449930191,4.875783920288086,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,6,km,1.0
47,47,8.950106382369993,1011.7110357284546,5.0482025146484375,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,6,km,1.0
48,48,9.179912567138672,972.220220565796,4.93401026725769,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,6,km,1.0
49,49,9.192073345184326,940.6672792434692,5.0289366245269775,email-temp,-1,meanadd,50,all,adm,0.5,0.5,8,6,km,1.0
0,0,4.771511316299439,3.3926203250885014,1.2282490730285645,email-temp,-1,meanadd,50,all,adm,0.5,0.5,6,2,km,1.0
1,1,3.5902044773101807,13.683595418930054,1.5777966976165771,email-temp,-1,meanadd,50,all,adm,0.5,0.5,6,2,km,1.0
2,2,3.5471763610839844,46.132107973098755,1.6221890449523926,email-temp,-1,meanadd,50,all,adm,0.5,0.5,6,2,km,1.0
3,3,3.9607088565826416,71.26203775405885,1.7837636470794678,email-temp,-1,meanadd,50,all,adm,0.5,0.5,6,2,km,1.0
