Unnamed: 0,t,clustering,gen_kg,gen_history,data,sample,strategy,n_sg,anony_mode,info_loss,alpha_adm,alpha_dm,k,w,calgo,max_dist
35,35,16.658127784729007,109.72955250740051,2.9200644493103027,icews14,-1,equaladd,50,all,adm,0.5,0.5,6,8,km,1.0
36,36,19.544097661972046,34.52798509597778,3.5412254333496094,icews14,-1,equaladd,50,all,adm,0.5,0.5,6,8,km,1.0
37,37,17.634070873260494,22.09166717529297,2.703397035598755,icews14,-1,equaladd,50,all,adm,0.5,0.5,6,8,km,1.0
38,38,22.09281587600708,51.71414804458618,3.446467161178589,icews14,-1,equaladd,50,all,adm,0.5,0.5,6,8,km,1.0
39,39,24.28345799446106,75.55398869514465,3.671466827392578,icews14,-1,equaladd,50,all,adm,0.5,0.5,6,8,km,1.0
40,40,22.97577142715454,138.0651094913483,3.753655433654785,icews14,-1,equaladd,50,all,adm,0.5,0.5,6,8,km,1.0
41,41,25.46153926849365,202.02898526191711,4.2998530864715585,icews14,-1,equaladd,50,all,adm,0.5,0.5,6,8,km,1.0
42,42,26.597314596176147,169.06149554252625,4.393969058990479,icews14,-1,equaladd,50,all,adm,0.5,0.5,6,8,km,1.0
43,43,31.963115215301514,229.94283175468445,5.060880184173584,icews14,-1,equaladd,50,all,adm,0.5,0.5,6,8,km,1.0
44,44,29.825378894805908,36.065346002578735,4.566476583480835,icews14,-1,equaladd,50,all,adm,0.5,0.5,6,8,km,1.0
45,45,35.21714186668396,57.82211446762085,4.474228620529175,icews14,-1,equaladd,50,all,adm,0.5,0.5,6,8,km,1.0
46,46,38.49644637107849,145.27939677238462,5.206053972244263,icews14,-1,equaladd,50,all,adm,0.5,0.5,6,8,km,1.0
47,47,37.186341762542725,75.23820900917053,3.91848087310791,icews14,-1,equaladd,50,all,adm,0.5,0.5,6,8,km,1.0
48,48,42.655087232589715,421.1275498867035,5.9116034507751465,icews14,-1,equaladd,50,all,adm,0.5,0.5,6,8,km,1.0
49,49,42.43960571289063,568.4892902374268,4.554267168045044,icews14,-1,equaladd,50,all,adm,0.5,0.5,6,8,km,1.0
0,0,1.6294403076171875,3.867131948471069,1.1901183128356934,icews14,-1,equaladd,50,all,adm,0.5,0.5,4,8,km,1.0
1,1,1.732367753982544,2.141395092010498,1.2536585330963137,icews14,-1,equaladd,50,all,adm,0.5,0.5,4,8,km,1.0
2,2,1.426318645477295,1.9036533832550049,1.3874287605285645,icews14,-1,equaladd,50,all,adm,0.5,0.5,4,8,km,1.0
3,3,1.5622193813323977,2.1142745018005367,1.1640334129333496,icews14,-1,equaladd,50,all,adm,0.5,0.5,4,8,km,1.0
4,4,1.5580248832702637,2.0209381580352783,1.365171194076538,icews14,-1,equaladd,50,all,adm,0.5,0.5,4,8,km,1.0
5,5,1.6128685474395752,3.5039186477661133,1.1633217334747314,icews14,-1,equaladd,50,all,adm,0.5,0.5,4,8,km,1.0
6,6,1.5859441757202148,2.218930244445801,1.4661176204681396,icews14,-1,equaladd,50,all,adm,0.5,0.5,4,8,km,1.0
7,7,1.7455973625183103,4.295851707458496,1.4540834426879885,icews14,-1,equaladd,50,all,adm,0.5,0.5,4,8,km,1.0
8,8,2.354742765426636,5.24581789970398,1.2702925205230713,icews14,-1,equaladd,50,all,adm,0.5,0.5,4,8,km,1.0
9,9,2.283823013305664,11.906753301620483,1.5476901531219482,icews14,-1,equaladd,50,all,adm,0.5,0.5,4,8,km,1.0
10,10,1.926339864730835,3.1384599208831787,1.4492881298065186,icews14,-1,equaladd,50,all,adm,0.5,0.5,4,8,km,1.0
11,11,2.4561362266540527,3.2451674938201904,1.5618400573730469,icews14,-1,equaladd,50,all,adm,0.5,0.5,4,8,km,1.0
12,12,2.1825761795043945,3.0367424488067627,1.466156005859375,icews14,-1,equaladd,50,all,adm,0.5,0.5,4,8,km,1.0
13,13,2.2637460231781006,4.889819860458374,1.574570894241333,icews14,-1,equaladd,50,all,adm,0.5,0.5,4,8,km,1.0
14,14,2.8720812797546387,6.4365057945251465,1.5863142013549805,icews14,-1,equaladd,50,all,adm,0.5,0.5,4,8,km,1.0
15,15,2.8714516162872314,3.7029542922973633,1.6180486679077148,icews14,-1,equaladd,50,all,adm,0.5,0.5,4,8,km,1.0
16,16,2.5527050495147705,12.443335056304932,1.6313555240631104,icews14,-1,equaladd,50,all,adm,0.5,0.5,4,8,km,1.0
17,17,3.174422264099121,27.56996154785156,1.726630926132202,icews14,-1,equaladd,50,all,adm,0.5,0.5,4,8,km,1.0
18,18,3.088199615478516,3.659609317779541,1.9418861865997317,icews14,-1,equaladd,50,all,adm,0.5,0.5,4,8,km,1.0
19,19,3.104175567626953,12.166335105895994,1.7766447067260742,icews14,-1,equaladd,50,all,adm,0.5,0.5,4,8,km,1.0
20,20,3.4063515663146973,5.673370599746704,1.5739891529083252,icews14,-1,equaladd,50,all,adm,0.5,0.5,4,8,km,1.0
21,21,3.476181745529175,9.063778162002565,1.948272943496704,icews14,-1,equaladd,50,all,adm,0.5,0.5,4,8,km,1.0
22,22,4.379217863082887,5.391545057296753,1.5977864265441897,icews14,-1,equaladd,50,all,adm,0.5,0.5,4,8,km,1.0
23,23,5.126307487487793,5.609816789627075,1.566537380218506,icews14,-1,equaladd,50,all,adm,0.5,0.5,4,8,km,1.0
24,24,5.881255626678468,50.27507519721985,1.896057367324829,icews14,-1,equaladd,50,all,adm,0.5,0.5,4,8,km,1.0
25,25,5.699221134185791,34.067281484603875,2.261393785476685,icews14,-1,equaladd,50,all,adm,0.5,0.5,4,8,km,1.0
26,26,6.809608936309815,5.575479507446289,1.8196842670440676,icews14,-1,equaladd,50,all,adm,0.5,0.5,4,8,km,1.0
27,27,7.600209474563599,6.7829527854919425,1.9711833000183103,icews14,-1,equaladd,50,all,adm,0.5,0.5,4,8,km,1.0
28,28,8.327044486999513,10.985974311828613,2.4824435710906982,icews14,-1,equaladd,50,all,adm,0.5,0.5,4,8,km,1.0
29,29,9.066010236740114,16.81489872932434,1.8750591278076167,icews14,-1,equaladd,50,all,adm,0.5,0.5,4,8,km,1.0
30,30,9.438864469528196,30.36455488204956,2.297037124633789,icews14,-1,equaladd,50,all,adm,0.5,0.5,4,8,km,1.0
31,31,11.126280069351196,48.69871258735657,2.973013639450073,icews14,-1,equaladd,50,all,adm,0.5,0.5,4,8,km,1.0
32,32,12.002824783325195,27.453307390213013,2.602378845214844,icews14,-1,equaladd,50,all,adm,0.5,0.5,4,8,km,1.0
33,33,14.024988174438475,38.15846872329712,3.121787071228028,icews14,-1,equaladd,50,all,adm,0.5,0.5,4,8,km,1.0
34,34,14.493696928024292,41.473221778869636,2.3781850337982178,icews14,-1,equaladd,50,all,adm,0.5,0.5,4,8,km,1.0
35,35,15.715108871459961,22.40714454650879,2.635302782058716,icews14,-1,equaladd,50,all,adm,0.5,0.5,4,8,km,1.0
36,36,17.438215017318726,218.5504183769226,2.7957744598388667,icews14,-1,equaladd,50,all,adm,0.5,0.5,4,8,km,1.0
37,37,21.38228154182434,10.26660180091858,2.8366658687591557,icews14,-1,equaladd,50,all,adm,0.5,0.5,4,8,km,1.0
38,38,19.40707874298096,130.02119255065918,3.612675666809082,icews14,-1,equaladd,50,all,adm,0.5,0.5,4,8,km,1.0
39,39,21.14366054534912,12.340635299682615,3.888169527053833,icews14,-1,equaladd,50,all,adm,0.5,0.5,4,8,km,1.0
40,40,23.19537258148193,666.7060134410857,3.7848751544952393,icews14,-1,equaladd,50,all,adm,0.5,0.5,4,8,km,1.0
41,41,27.392391920089718,117.25071048736572,4.006680965423584,icews14,-1,equaladd,50,all,adm,0.5,0.5,4,8,km,1.0
42,42,26.64727187156677,23.76380729675293,4.524565935134888,icews14,-1,equaladd,50,all,adm,0.5,0.5,4,8,km,1.0
43,43,27.838840007781982,35.09107828140259,3.8274123668670654,icews14,-1,equaladd,50,all,adm,0.5,0.5,4,8,km,1.0
44,44,32.46573543548584,112.59884405136108,4.1011223793029785,icews14,-1,equaladd,50,all,adm,0.5,0.5,4,8,km,1.0
45,45,33.602317094802856,32.86105728149414,3.6122214794158936,icews14,-1,equaladd,50,all,adm,0.5,0.5,4,8,km,1.0
46,46,34.516276597976685,20.60498142242432,3.752998352050781,icews14,-1,equaladd,50,all,adm,0.5,0.5,4,8,km,1.0
47,47,36.2513279914856,76.06314373016356,5.011481046676637,icews14,-1,equaladd,50,all,adm,0.5,0.5,4,8,km,1.0
48,48,39.655347108840935,1076.3650522232056,4.125781297683717,icews14,-1,equaladd,50,all,adm,0.5,0.5,4,8,km,1.0
49,49,43.82123827934265,1992.5736649036407,5.53354024887085,icews14,-1,equaladd,50,all,adm,0.5,0.5,4,8,km,1.0
0,0,1.4103577136993408,2.9626266956329346,1.394869089126587,icews14,-1,equaladd,50,all,adm,0.5,0.5,6,4,km,1.0
1,1,1.5593509674072266,5.501832246780396,1.4207444190979004,icews14,-1,equaladd,50,all,adm,0.5,0.5,6,4,km,1.0
2,2,1.542970895767212,3.4174120426177983,1.176429033279419,icews14,-1,equaladd,50,all,adm,0.5,0.5,6,4,km,1.0
3,3,1.5826947689056396,2.1674025058746342,1.195075273513794,icews14,-1,equaladd,50,all,adm,0.5,0.5,6,4,km,1.0
4,4,1.5756616592407229,4.665820598602295,1.2556445598602295,icews14,-1,equaladd,50,all,adm,0.5,0.5,6,4,km,1.0
5,5,1.997153043746948,2.889302015304565,1.1953115463256836,icews14,-1,equaladd,50,all,adm,0.5,0.5,6,4,km,1.0
6,6,1.661827564239502,4.2582783699035645,1.4608204364776611,icews14,-1,equaladd,50,all,adm,0.5,0.5,6,4,km,1.0
7,7,1.951040744781494,3.5100677013397217,1.350491285324097,icews14,-1,equaladd,50,all,adm,0.5,0.5,6,4,km,1.0
8,8,2.064482450485229,9.381078004837038,1.5333211421966553,icews14,-1,equaladd,50,all,adm,0.5,0.5,6,4,km,1.0
9,9,2.1526422500610347,6.7869648933410645,1.5101399421691897,icews14,-1,equaladd,50,all,adm,0.5,0.5,6,4,km,1.0
10,10,2.4520034790039062,5.781368970870973,1.4959182739257812,icews14,-1,equaladd,50,all,adm,0.5,0.5,6,4,km,1.0
11,11,2.420145034790039,8.266432523727419,1.7123539447784424,icews14,-1,equaladd,50,all,adm,0.5,0.5,6,4,km,1.0
12,12,2.2356717586517334,31.07595705986023,1.5541732311248782,icews14,-1,equaladd,50,all,adm,0.5,0.5,6,4,km,1.0
13,13,2.881361484527588,16.23554515838623,1.6988894939422607,icews14,-1,equaladd,50,all,adm,0.5,0.5,6,4,km,1.0
14,14,2.316716432571411,7.362305641174316,1.594877004623413,icews14,-1,equaladd,50,all,adm,0.5,0.5,6,4,km,1.0
15,15,3.4796781539916988,5.90454363822937,1.89258337020874,icews14,-1,equaladd,50,all,adm,0.5,0.5,6,4,km,1.0
16,16,3.065515518188477,27.616995334625244,1.7137465476989746,icews14,-1,equaladd,50,all,adm,0.5,0.5,6,4,km,1.0
17,17,3.559420108795166,13.920645236968994,2.1615242958068848,icews14,-1,equaladd,50,all,adm,0.5,0.5,6,4,km,1.0
18,18,3.3711833953857417,4.796714544296265,2.162586212158203,icews14,-1,equaladd,50,all,adm,0.5,0.5,6,4,km,1.0
19,19,3.40720009803772,34.58613443374634,1.9423143863677976,icews14,-1,equaladd,50,all,adm,0.5,0.5,6,4,km,1.0
20,20,3.8892581462860103,107.34679555892944,2.3894004821777344,icews14,-1,equaladd,50,all,adm,0.5,0.5,6,4,km,1.0
21,21,4.0955145359039316,58.4354932308197,2.2567131519317627,icews14,-1,equaladd,50,all,adm,0.5,0.5,6,4,km,1.0
22,22,3.8887150287628174,6.455296754837036,2.371530771255493,icews14,-1,equaladd,50,all,adm,0.5,0.5,6,4,km,1.0
23,23,5.029016494750977,16.417277812957767,1.7272617816925049,icews14,-1,equaladd,50,all,adm,0.5,0.5,6,4,km,1.0
24,24,6.234160661697388,163.62832283973694,1.9628126621246336,icews14,-1,equaladd,50,all,adm,0.5,0.5,6,4,km,1.0
25,25,7.59344744682312,53.10960078239441,2.910762071609497,icews14,-1,equaladd,50,all,adm,0.5,0.5,6,4,km,1.0
26,26,6.9170594215393075,25.75981616973877,2.4724578857421875,icews14,-1,equaladd,50,all,adm,0.5,0.5,6,4,km,1.0
27,27,7.6864986419677725,66.04612898826599,2.9452273845672607,icews14,-1,equaladd,50,all,adm,0.5,0.5,6,4,km,1.0
28,28,10.088266372680664,456.62157320976263,2.5227210521698,icews14,-1,equaladd,50,all,adm,0.5,0.5,6,4,km,1.0
29,29,10.861641883850098,19.10101747512817,2.8885064125061035,icews14,-1,equaladd,50,all,adm,0.5,0.5,6,4,km,1.0
30,30,10.960591077804565,62.57253956794739,3.2963342666625977,icews14,-1,equaladd,50,all,adm,0.5,0.5,6,4,km,1.0
31,31,12.24021863937378,183.588885307312,2.9380309581756587,icews14,-1,equaladd,50,all,adm,0.5,0.5,6,4,km,1.0
32,32,15.452069997787476,685.5788922309874,3.1539342403411865,icews14,-1,equaladd,50,all,adm,0.5,0.5,6,4,km,1.0
33,33,17.913005828857422,225.60671997070312,4.467602252960205,icews14,-1,equaladd,50,all,adm,0.5,0.5,6,4,km,1.0
34,34,19.862299919128414,66.47765207290651,4.412831544876099,icews14,-1,equaladd,50,all,adm,0.5,0.5,6,4,km,1.0
35,35,19.109336853027344,58.06481552124024,3.713278770446777,icews14,-1,equaladd,50,all,adm,0.5,0.5,6,4,km,1.0
36,36,25.069170475006104,834.3549754619597,3.4127447605133057,icews14,-1,equaladd,50,all,adm,0.5,0.5,6,4,km,1.0
37,37,23.157221794128414,118.86449265480042,4.755444288253784,icews14,-1,equaladd,50,all,adm,0.5,0.5,6,4,km,1.0
38,38,26.80584955215454,40.19226169586181,4.881352186203003,icews14,-1,equaladd,50,all,adm,0.5,0.5,6,4,km,1.0
39,39,25.554551839828488,40.993935108184814,4.2502713203430185,icews14,-1,equaladd,50,all,adm,0.5,0.5,6,4,km,1.0
40,40,28.91079425811768,1085.2496161460876,5.415776252746582,icews14,-1,equaladd,50,all,adm,0.5,0.5,6,4,km,1.0
41,41,30.962964296340946,870.7582576274872,4.132335901260377,icews14,-1,equaladd,50,all,adm,0.5,0.5,6,4,km,1.0
42,42,31.14510154724121,220.2169141769409,5.298768997192383,icews14,-1,equaladd,50,all,adm,0.5,0.5,6,4,km,1.0
43,43,29.192762613296512,25.55598020553589,5.373063087463379,icews14,-1,equaladd,50,all,adm,0.5,0.5,6,4,km,1.0
44,44,37.15967345237732,166.55079936981198,5.6551358699798575,icews14,-1,equaladd,50,all,adm,0.5,0.5,6,4,km,1.0
45,45,40.59938192367554,279.7682998180389,5.623278856277466,icews14,-1,equaladd,50,all,adm,0.5,0.5,6,4,km,1.0
46,46,38.91674065589905,595.199688911438,7.692201852798463,icews14,-1,equaladd,50,all,adm,0.5,0.5,6,4,km,1.0
47,47,41.38689208030701,204.43972063064572,5.243955135345459,icews14,-1,equaladd,50,all,adm,0.5,0.5,6,4,km,1.0
48,48,43.21455693244934,2079.6956415176387,5.823852062225343,icews14,-1,equaladd,50,all,adm,0.5,0.5,6,4,km,1.0
49,49,40.47074508666992,1661.1865146160126,6.115637063980103,icews14,-1,equaladd,50,all,adm,0.5,0.5,6,4,km,1.0
0,0,1.3129050731658936,2.802396059036255,1.1576714515686035,icews14,-1,equaladd,50,all,adm,0.5,0.5,2,4,km,1.0
1,1,1.831194877624512,6.392113924026488,1.2138712406158447,icews14,-1,equaladd,50,all,adm,0.5,0.5,2,4,km,1.0
2,2,1.7179234027862549,3.393117666244507,1.141871690750122,icews14,-1,equaladd,50,all,adm,0.5,0.5,2,4,km,1.0
3,3,1.697538137435913,4.654963254928589,1.34521222114563,icews14,-1,equaladd,50,all,adm,0.5,0.5,2,4,km,1.0
4,4,1.6523094177246094,5.411717176437378,1.2258877754211426,icews14,-1,equaladd,50,all,adm,0.5,0.5,2,4,km,1.0
5,5,2.135873556137085,7.084999561309815,1.5409178733825684,icews14,-1,equaladd,50,all,adm,0.5,0.5,2,4,km,1.0
6,6,1.6741068363189695,7.664618730545044,1.364789962768555,icews14,-1,equaladd,50,all,adm,0.5,0.5,2,4,km,1.0
7,7,1.907236099243164,8.0396888256073,1.4488916397094729,icews14,-1,equaladd,50,all,adm,0.5,0.5,2,4,km,1.0
8,8,2.028160572052002,28.59486055374145,1.5293400287628174,icews14,-1,equaladd,50,all,adm,0.5,0.5,2,4,km,1.0
9,9,2.6680891513824463,20.642196893692017,1.459157943725586,icews14,-1,equaladd,50,all,adm,0.5,0.5,2,4,km,1.0
10,10,2.23223876953125,18.366911411285397,1.7208364009857178,icews14,-1,equaladd,50,all,adm,0.5,0.5,2,4,km,1.0
11,11,2.30982518196106,15.980717897415161,1.831084489822388,icews14,-1,equaladd,50,all,adm,0.5,0.5,2,4,km,1.0
12,12,2.6930489540100098,6.831418037414551,1.3755128383636477,icews14,-1,equaladd,50,all,adm,0.5,0.5,2,4,km,1.0
13,13,2.8081629276275635,20.203298807144165,1.667743682861328,icews14,-1,equaladd,50,all,adm,0.5,0.5,2,4,km,1.0
14,14,2.8503246307373047,16.45954155921936,1.7936944961547852,icews14,-1,equaladd,50,all,adm,0.5,0.5,2,4,km,1.0
15,15,2.665057897567749,37.77777671813965,1.7472255229949951,icews14,-1,equaladd,50,all,adm,0.5,0.5,2,4,km,1.0
16,16,3.8823421001434326,37.25080037117005,1.7498493194580078,icews14,-1,equaladd,50,all,adm,0.5,0.5,2,4,km,1.0
17,17,4.3237361907958975,60.02200984954834,1.7211074829101562,icews14,-1,equaladd,50,all,adm,0.5,0.5,2,4,km,1.0
18,18,3.8774044513702393,100.22938323020935,2.140160322189331,icews14,-1,equaladd,50,all,adm,0.5,0.5,2,4,km,1.0
19,19,3.6252598762512207,44.71255373954773,1.9303102493286133,icews14,-1,equaladd,50,all,adm,0.5,0.5,2,4,km,1.0
20,20,3.394005298614502,214.839860200882,1.5200135707855225,icews14,-1,equaladd,50,all,adm,0.5,0.5,2,4,km,1.0
21,21,4.4323015213012695,85.70150089263916,2.022013902664185,icews14,-1,equaladd,50,all,adm,0.5,0.5,2,4,km,1.0
22,22,4.504673957824707,100.88889956474304,2.503129243850708,icews14,-1,equaladd,50,all,adm,0.5,0.5,2,4,km,1.0
23,23,5.65926718711853,46.701526165008545,2.0568437576293945,icews14,-1,equaladd,50,all,adm,0.5,0.5,2,4,km,1.0
24,24,6.386244535446168,368.1346755027771,2.5867550373077397,icews14,-1,equaladd,50,all,adm,0.5,0.5,2,4,km,1.0
25,25,6.779454469680786,89.52934455871582,2.1590101718902592,icews14,-1,equaladd,50,all,adm,0.5,0.5,2,4,km,1.0
26,26,7.419176578521728,137.5658643245697,2.667411088943481,icews14,-1,equaladd,50,all,adm,0.5,0.5,2,4,km,1.0
27,27,7.885627508163452,228.88363409042358,2.479452848434448,icews14,-1,equaladd,50,all,adm,0.5,0.5,2,4,km,1.0
28,28,9.518290519714355,166.05830502510068,2.617535352706909,icews14,-1,equaladd,50,all,adm,0.5,0.5,2,4,km,1.0
29,29,10.820348024368286,575.2810728549957,3.2911105155944824,icews14,-1,equaladd,50,all,adm,0.5,0.5,2,4,km,1.0
30,30,12.185806512832642,372.94942092895513,3.626578092575073,icews14,-1,equaladd,50,all,adm,0.5,0.5,2,4,km,1.0
31,31,12.25812554359436,51.44457197189331,3.7787935733795166,icews14,-1,equaladd,50,all,adm,0.5,0.5,2,4,km,1.0
32,32,15.056642293930054,384.2087988853455,3.2122371196746826,icews14,-1,equaladd,50,all,adm,0.5,0.5,2,4,km,1.0
33,33,16.046595335006714,614.5102143287659,3.3513216972351074,icews14,-1,equaladd,50,all,adm,0.5,0.5,2,4,km,1.0
34,34,17.450369119644165,149.49873614311218,3.6549248695373535,icews14,-1,equaladd,50,all,adm,0.5,0.5,2,4,km,1.0
35,35,18.40119743347168,108.73485517501831,4.4310853481292725,icews14,-1,equaladd,50,all,adm,0.5,0.5,2,4,km,1.0
36,36,17.824928522109985,1978.4261257648468,3.580994844436645,icews14,-1,equaladd,50,all,adm,0.5,0.5,2,4,km,1.0
37,37,19.65774416923523,718.9111597537994,3.697965383529663,icews14,-1,equaladd,50,all,adm,0.5,0.5,2,4,km,1.0
38,38,20.085214853286747,1587.2736139297485,3.2260894775390625,icews14,-1,equaladd,50,all,adm,0.5,0.5,2,4,km,1.0
39,39,19.27048659324646,648.0493748188019,3.1711909770965576,icews14,-1,equaladd,50,all,adm,0.5,0.5,2,4,km,1.0
40,40,18.13202166557312,774.7518353462219,3.360844135284424,icews14,-1,equaladd,50,all,adm,0.5,0.5,2,4,km,1.0
41,41,19.96248340606689,3544.704329967499,3.5697298049926762,icews14,-1,equaladd,50,all,adm,0.5,0.5,2,4,km,1.0
42,42,21.155048370361328,569.2936718463898,3.731575965881348,icews14,-1,equaladd,50,all,adm,0.5,0.5,2,4,km,1.0
43,43,22.725909948349,1209.5882444381716,3.885167121887207,icews14,-1,equaladd,50,all,adm,0.5,0.5,2,4,km,1.0
44,44,24.816795110702515,638.3613433837892,4.110970973968507,icews14,-1,equaladd,50,all,adm,0.5,0.5,2,4,km,1.0
45,45,26.589391946792606,2595.4743711948395,4.363087892532349,icews14,-1,equaladd,50,all,adm,0.5,0.5,2,4,km,1.0
46,46,27.652061223983765,1349.0161943435671,4.598243474960327,icews14,-1,equaladd,50,all,adm,0.5,0.5,2,4,km,1.0
47,47,29.01107716560364,585.6994366645812,4.767715692520142,icews14,-1,equaladd,50,all,adm,0.5,0.5,2,4,km,1.0
48,48,31.32706904411316,918.7250127792357,4.9990484714508066,icews14,-1,equaladd,50,all,adm,0.5,0.5,2,4,km,1.0
49,49,33.61398458480835,1255.8413968086245,5.351253032684326,icews14,-1,equaladd,50,all,adm,0.5,0.5,2,4,km,1.0
0,0,1.3711178302764893,2.2727982997894287,1.3459057807922363,icews14,-1,equaladd,50,all,adm,0.5,0.5,10,4,km,1.0
1,1,1.4898960590362549,2.588374376296997,1.5031394958496094,icews14,-1,equaladd,50,all,adm,0.5,0.5,10,4,km,1.0
2,2,1.5424370765686035,3.596503257751465,1.4967057704925537,icews14,-1,equaladd,50,all,adm,0.5,0.5,10,4,km,1.0
3,3,1.5164744853973389,3.187354326248169,1.2901628017425537,icews14,-1,equaladd,50,all,adm,0.5,0.5,10,4,km,1.0
4,4,1.8279523849487305,7.8076627254486075,1.41532301902771,icews14,-1,equaladd,50,all,adm,0.5,0.5,10,4,km,1.0
5,5,1.5785486698150637,6.414103031158447,1.3122766017913818,icews14,-1,equaladd,50,all,adm,0.5,0.5,10,4,km,1.0
6,6,1.7474710941314695,5.519695997238159,1.188451051712036,icews14,-1,equaladd,50,all,adm,0.5,0.5,10,4,km,1.0
7,7,1.7103919982910156,4.285080671310425,1.5752980709075928,icews14,-1,equaladd,50,all,adm,0.5,0.5,10,4,km,1.0
8,8,2.39649510383606,15.918271780014038,1.6398615837097168,icews14,-1,equaladd,50,all,adm,0.5,0.5,10,4,km,1.0
9,9,2.393574953079224,17.882981061935425,1.4487907886505127,icews14,-1,equaladd,50,all,adm,0.5,0.5,10,4,km,1.0
10,10,2.1499557495117188,3.095060110092163,1.785977840423584,icews14,-1,equaladd,50,all,adm,0.5,0.5,10,4,km,1.0
11,11,2.148243904113769,5.485496282577515,1.6377501487731934,icews14,-1,equaladd,50,all,adm,0.5,0.5,10,4,km,1.0
12,12,2.485659599304199,17.8017098903656,1.6613566875457764,icews14,-1,equaladd,50,all,adm,0.5,0.5,10,4,km,1.0
13,13,2.335344791412353,4.231638669967651,1.6092147827148438,icews14,-1,equaladd,50,all,adm,0.5,0.5,10,4,km,1.0
14,14,2.65581488609314,5.4907331466674805,1.6814360618591309,icews14,-1,equaladd,50,all,adm,0.5,0.5,10,4,km,1.0
15,15,2.6693689823150635,6.939790725708008,1.839047908782959,icews14,-1,equaladd,50,all,adm,0.5,0.5,10,4,km,1.0
16,16,3.347584009170532,29.78117108345032,2.1267268657684326,icews14,-1,equaladd,50,all,adm,0.5,0.5,10,4,km,1.0
17,17,3.1167476177215576,24.790024280548096,2.0544466972351074,icews14,-1,equaladd,50,all,adm,0.5,0.5,10,4,km,1.0
18,18,3.4344029426574707,22.4052209854126,1.792449951171875,icews14,-1,equaladd,50,all,adm,0.5,0.5,10,4,km,1.0
19,19,3.5072062015533447,8.598656415939331,1.777860403060913,icews14,-1,equaladd,50,all,adm,0.5,0.5,10,4,km,1.0
20,20,4.037343740463257,42.64847898483277,2.5375540256500244,icews14,-1,equaladd,50,all,adm,0.5,0.5,10,4,km,1.0
21,21,4.430482387542725,45.83142304420471,2.227001905441284,icews14,-1,equaladd,50,all,adm,0.5,0.5,10,4,km,1.0
22,22,4.136780500411986,13.670807361602785,2.72153377532959,icews14,-1,equaladd,50,all,adm,0.5,0.5,10,4,km,1.0
23,23,5.381800651550293,11.948317050933838,2.3912689685821533,icews14,-1,equaladd,50,all,adm,0.5,0.5,10,4,km,1.0
24,24,6.4435343742370605,145.43982481956482,2.3061766624450684,icews14,-1,equaladd,50,all,adm,0.5,0.5,10,4,km,1.0
25,25,6.779343128204347,45.28062438964844,2.9618833065032963,icews14,-1,equaladd,50,all,adm,0.5,0.5,10,4,km,1.0
26,26,9.447520971298216,24.969481706619266,3.1228971481323238,icews14,-1,equaladd,50,all,adm,0.5,0.5,10,4,km,1.0
27,27,9.746061325073242,25.94598650932312,2.558226585388184,icews14,-1,equaladd,50,all,adm,0.5,0.5,10,4,km,1.0
28,28,11.8228497505188,50.12888765335083,3.061607360839844,icews14,-1,equaladd,50,all,adm,0.5,0.5,10,4,km,1.0
29,29,13.182581424713135,171.34197068214417,3.470510005950928,icews14,-1,equaladd,50,all,adm,0.5,0.5,10,4,km,1.0
30,30,13.63696002960205,38.89678931236267,4.285671472549439,icews14,-1,equaladd,50,all,adm,0.5,0.5,10,4,km,1.0
31,31,14.315204858779907,83.03406333923341,3.850616931915283,icews14,-1,equaladd,50,all,adm,0.5,0.5,10,4,km,1.0
32,32,16.947517156600952,1543.832144021988,4.422767639160156,icews14,-1,equaladd,50,all,adm,0.5,0.5,10,4,km,1.0
33,33,17.895266056060787,196.2591187953949,3.6517720222473145,icews14,-1,equaladd,50,all,adm,0.5,0.5,10,4,km,1.0
34,34,20.419315338134766,183.18449521064758,4.370323657989502,icews14,-1,equaladd,50,all,adm,0.5,0.5,10,4,km,1.0
35,35,21.514151096343994,102.18528413772584,5.084535598754883,icews14,-1,equaladd,50,all,adm,0.5,0.5,10,4,km,1.0
36,36,24.494605541229248,1842.1103847026825,4.588352918624878,icews14,-1,equaladd,50,all,adm,0.5,0.5,10,4,km,1.0
37,37,25.639339208602905,242.39601016044617,5.396986722946167,icews14,-1,equaladd,50,all,adm,0.5,0.5,10,4,km,1.0
38,38,27.027904987335205,323.67721509933466,4.809083700180054,icews14,-1,equaladd,50,all,adm,0.5,0.5,10,4,km,1.0
39,39,29.382898807525635,47.52097892761231,5.791439533233643,icews14,-1,equaladd,50,all,adm,0.5,0.5,10,4,km,1.0
40,40,27.98378348350525,965.6227030754088,6.060920476913452,icews14,-1,equaladd,50,all,adm,0.5,0.5,10,4,km,1.0
41,41,29.63895034790039,105.60655164718628,6.4763245582580575,icews14,-1,equaladd,50,all,adm,0.5,0.5,10,4,km,1.0
42,42,33.121610641479485,43.678571462631226,7.376397132873535,icews14,-1,equaladd,50,all,adm,0.5,0.5,10,4,km,1.0
43,43,32.237372398376465,238.80771470069885,7.537677049636841,icews14,-1,equaladd,50,all,adm,0.5,0.5,10,4,km,1.0
44,44,38.96733617782593,5724.605469942094,5.789868116378784,icews14,-1,equaladd,50,all,adm,0.5,0.5,10,4,km,1.0
45,45,32.617801427841194,387.5145618915558,5.972100257873535,icews14,-1,equaladd,50,all,adm,0.5,0.5,10,4,km,1.0
