Unnamed: 0,t,clustering,gen_kg,gen_history,data,sample,strategy,n_sg,anony_mode,info_loss,alpha_adm,alpha_dm,k,w,calgo,max_dist,algo,galgo
0,26,212.26270365715027,6.630262613296509,10.917804956436157,yago,-1,equaladd,50,all,adm,0.5,0.5,4,8,km,1.0,ctkga,ad2
0,12,454.8400044441223,8456.288460493088,10.191007614135742,yago,-1,equaladd,50,all,adm,0.5,0.5,4,6,km,1.0,ctkga,ad2
0,4,476.851809501648,8139.460257768632,14.234191417694092,yago,-1,equaladd,50,all,adm,0.5,0.5,4,1,km,1.0,ctkga,ad2
0,3,593.8515174388884,6474.867959499359,9.043042182922363,yago,-1,equaladd,50,all,adm,0.5,0.5,2,1,km,1.0,ctkga,ad2
0,32,229.81703639030457,7.2938499450683585,15.691217422485352,yago,-1,equaladd,50,all,adm,0.5,0.5,4,6,km,1.0,ctkga,ad2
0,24,450.7634479999542,4471.01939702034,14.28542160987854,yago,-1,equaladd,50,all,adm,0.5,0.5,2,6,km,1.0,ctkga,ad2
0,27,227.8100299835205,9.124122858047484,17.459139347076412,yago,-1,equaladd,50,all,adm,0.5,0.5,4,4,km,1.0,ctkga,ad2
0,15,223.3351101875305,12.66940951347351,19.21815848350525,yago,-1,equaladd,50,all,adm,0.5,0.5,4,2,km,1.0,ctkga,ad2
0,11,205.29698777198792,4.763832092285156,5.797917366027832,yago,-1,equaladd,50,all,adm,0.5,0.5,4,6,km,1.0,ctkga,ad2
0,4,514.7075188159944,8218.46340084076,6.009449481964111,yago,-1,equaladd,50,all,adm,0.5,0.5,2,4,km,1.0,ctkga,ad2
0,1,209.45649337768555,4.001357555389403,3.3568754196166988,yago,-1,equaladd,50,all,adm,0.5,0.5,4,8,km,1.0,ctkga,ad2
0,26,218.22045874595642,116.37951469421387,13.50434112548828,yago,-1,equaladd,50,all,adm,0.5,0.5,2,6,km,1.0,ctkga,ad2
0,4,580.8601925373077,6741.147802352905,10.55848264694214,yago,-1,equaladd,50,all,adm,0.5,0.5,2,1,km,1.0,ctkga,ad2
0,35,228.57498693466187,6.551999807357787,13.623107194900513,yago,-1,equaladd,50,all,adm,0.5,0.5,4,8,km,1.0,ctkga,ad2
0,39,236.61865210533142,114.92699933052064,16.165400981903073,yago,-1,equaladd,50,all,adm,0.5,0.5,2,8,km,1.0,ctkga,ad2
0,32,449.1752796173096,4189.614057779312,15.55941104888916,yago,-1,equaladd,50,all,adm,0.5,0.5,2,8,km,1.0,ctkga,ad2
0,4,202.07716178894043,3.680677652359009,3.3162574768066406,yago,-1,equaladd,50,all,adm,0.5,0.5,4,6,km,1.0,ctkga,ad2
0,28,229.33407616615293,115.94219160079956,14.269767045974731,yago,-1,equaladd,50,all,adm,0.5,0.5,2,6,km,1.0,ctkga,ad2
0,18,213.4795513153076,7.9488961696624765,12.576878309249878,yago,-1,equaladd,50,all,adm,0.5,0.5,4,4,km,1.0,ctkga,ad2
0,49,249.2100834846497,9.127227067947386,18.923961400985718,yago,-1,equaladd,50,all,adm,0.5,0.5,4,8,km,1.0,ctkga,ad2
0,39,243.721693277359,151.8976526260376,19.915171384811398,yago,-1,equaladd,50,all,adm,0.5,0.5,2,6,km,1.0,ctkga,ad2
0,6,488.901242017746,7728.249212741852,9.653407096862793,yago,-1,equaladd,50,all,adm,0.5,0.5,2,2,km,1.0,ctkga,ad2
0,43,244.94181370735168,215.45816588401797,22.66408896446228,yago,-1,equaladd,50,all,adm,0.5,0.5,2,6,km,1.0,ctkga,ad2
0,0,448.2444927692413,9087.04013800621,6.558001279830933,yago,-1,equaladd,50,all,adm,0.5,0.5,6,2,km,1.0,ctkga,ad2
0,21,213.629700422287,85.23264384269714,9.236921787261963,yago,-1,equaladd,50,all,adm,0.5,0.5,2,8,km,1.0,ctkga,ad2
0,22,220.42488956451416,153.36013054847714,14.742297172546387,yago,-1,equaladd,50,all,adm,0.5,0.5,2,4,km,1.0,ctkga,ad2
0,0,566.695200920105,10202.352600812912,5.259147644042969,yago,-1,equaladd,50,all,adm,0.5,0.5,4,6,km,1.0,ctkga,ad2
0,28,442.16249990463257,3009.5077567100525,19.832543134689328,yago,-1,equaladd,50,all,adm,0.5,0.5,2,4,km,1.0,ctkga,ad2
0,8,453.07168006896967,9143.92868065834,7.788111209869385,yago,-1,equaladd,50,all,adm,0.5,0.5,4,8,km,1.0,ctkga,ad2
0,17,214.39824652671814,6.338609218597412,8.156449556350706,yago,-1,equaladd,50,all,adm,0.5,0.5,4,8,km,1.0,ctkga,ad2
0,46,235.42915606498718,7.185545921325684,16.910853624343872,yago,-1,equaladd,50,all,adm,0.5,0.5,4,8,km,1.0,ctkga,ad2
0,0,661.7828829288483,7300.141194820404,3.9517390727996826,yago,-1,equaladd,50,all,adm,0.5,0.5,2,1,km,1.0,ctkga,ad2
0,8,441.54430055618286,5831.758579969405,11.362178564071655,yago,-1,equaladd,50,all,adm,0.5,0.5,2,2,km,1.0,ctkga,ad2
0,23,220.9438192844391,90.45586633682251,11.471480131149292,yago,-1,equaladd,50,all,adm,0.5,0.5,2,6,km,1.0,ctkga,ad2
0,23,220.67177414894104,126.52499890327455,14.904394388198853,yago,-1,equaladd,50,all,adm,0.5,0.5,2,4,km,1.0,ctkga,ad2
0,8,515.3617835044862,9275.004388809204,6.629425764083862,yago,-1,equaladd,50,all,adm,0.5,0.5,2,8,km,1.0,ctkga,ad2
0,1,213.2114582061768,5.907814741134644,3.266576766967773,yago,-1,equaladd,50,all,adm,0.5,0.5,4,2,km,1.0,ctkga,ad2
0,10,206.96618676185608,4.889694213867188,5.72140908241272,yago,-1,equaladd,50,all,adm,0.5,0.5,4,8,km,1.0,ctkga,ad2
