Unnamed: 0,t,clustering,gen_kg,gen_history,data,sample,sattr,strategy,n_sg,anony_mode,info_loss,alpha_adm,alpha_dm,k,w,l,reset_w,calgo,enforcer_str,enforcer,enforcer_name,max_dist,algo,galgo
0,7,193.2771384716034,17.12378191947937,20.258940935134888,yago15,-1,isCitizenOf,mean,20,all,adm,0.5,0.5,4,-1,1,-1,km,gs#1.00,gs,gs,1.0,tanga,ad2
0,6,186.31624388694763,4.375958442687988,30.72325563430786,yago15,-1,isCitizenOf,mean,20,all,adm,0.5,0.5,10,-1,4,-1,km,gs#0.00,gs,gs,0.0,tanga,ad2
0,6,194.62685894966123,2.809135913848877,17.33396553993225,yago15,-1,isCitizenOf,mean,20,all,adm,0.5,0.5,10,-1,4,-1,hdbscan,gs#1.00,gs,gs,1.0,tanga,ad2
0,14,211.14944291114807,9.683770895004272,32.635600328445435,yago15,-1,isCitizenOf,mean,20,all,adm,0.5,0.5,6,-1,1,-1,km,gs#1.00,gs,gs,1.0,tanga,ad2
0,19,219.97319054603577,3.416550397872925,39.754443883895874,yago15,-1,isCitizenOf,mean,20,all,adm,0.5,0.5,10,-1,4,-1,km,gs#0.75,gs,gs,0.75,tanga,ad2
0,0,3171.968419790268,1328.187335729599,4.349085092544556,yago15,-1,isCitizenOf,mean,20,all,adm,0.5,0.5,10,-1,4,1,hdbscan,gs#1.00,gs,gs,1.0,tanga,ad2
0,18,222.03364777565,2.903294086456299,35.64663219451904,yago15,-1,isCitizenOf,mean,20,all,adm,0.5,0.5,10,-1,4,-1,hdbscan,gs#0.25,gs,gs,0.25,tanga,ad2
0,15,209.24169158935547,7.306217908859253,35.72604203224182,yago15,-1,isCitizenOf,mean,20,all,adm,0.5,0.5,6,-1,1,-1,hdbscan,gs#1.00,gs,gs,1.0,tanga,ad2
0,3,3019.0368015766144,1528.470894575119,4.3533570766448975,yago15,-1,isCitizenOf,mean,20,all,adm,0.5,0.5,10,-1,4,1,hdbscan,gs#1.00,gs,gs,1.0,tanga,ad2
0,17,218.21751499176025,5.356414079666138,38.39964318275452,yago15,-1,isCitizenOf,mean,20,all,adm,0.5,0.5,10,-1,1,-1,km,gs#1.00,gs,gs,1.0,tanga,ad2
0,2,3107.4909772872925,3545.147078514099,4.273882150650024,yago15,-1,isCitizenOf,mean,20,all,adm,0.5,0.5,10,-1,4,2,hdbscan,gs#1.00,gs,gs,1.0,tanga,ad2
