Unnamed: 0,t,clustering,gen_history,data,sample,strategy,n_sg,anony_mode,info_loss,alpha_adm,alpha_dm,k,w,calgo,max_dist
18,18,2.1457672119140625e-06,3.3099393844604488,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,8,4,km,1.0
19,19,1.430511474609375e-06,3.369014978408813,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,8,4,km,1.0
20,20,1.430511474609375e-06,4.001582145690918,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,8,4,km,1.0
21,21,1.6689300537109375e-06,3.67305064201355,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,8,4,km,1.0
22,22,1.6689300537109375e-06,4.227652788162232,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,8,4,km,1.0
23,23,2.384185791015625e-06,3.787987232208252,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,8,4,km,1.0
24,24,2.1457672119140625e-06,4.138841152191162,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,8,4,km,1.0
25,25,1.9073486328125e-06,3.788687705993652,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,8,4,km,1.0
26,26,1.9073486328125e-06,4.797790765762329,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,8,4,km,1.0
27,27,1.430511474609375e-06,4.404520511627197,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,8,4,km,1.0
28,28,1.9073486328125e-06,4.897028923034668,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,8,4,km,1.0
29,29,1.430511474609375e-06,4.642597675323486,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,8,4,km,1.0
30,30,1.6689300537109375e-06,4.979986667633057,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,8,4,km,1.0
31,31,1.6689300537109375e-06,5.0570929050445566,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,8,4,km,1.0
32,32,2.1457672119140625e-06,5.384694576263428,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,8,4,km,1.0
33,33,2.384185791015625e-06,5.623196601867676,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,8,4,km,1.0
34,34,1.9073486328125e-06,5.703347444534303,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,8,4,km,1.0
35,35,2.1457672119140625e-06,5.173341751098633,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,8,4,km,1.0
36,36,1.6689300537109375e-06,5.260362148284912,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,8,4,km,1.0
37,37,1.9073486328125e-06,6.000507116317749,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,8,4,km,1.0
38,38,1.6689300537109375e-06,5.3711912631988525,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,8,4,km,1.0
39,39,2.1457672119140625e-06,6.358663082122803,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,8,4,km,1.0
40,40,1.9073486328125e-06,6.537644624710082,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,8,4,km,1.0
41,41,1.9073486328125e-06,6.72564435005188,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,8,4,km,1.0
42,42,2.6226043701171875e-06,7.194946050643921,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,8,4,km,1.0
43,43,1.6689300537109375e-06,6.838564872741699,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,8,4,km,1.0
44,44,1.9073486328125e-06,6.821321725845338,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,8,4,km,1.0
45,45,1.9073486328125e-06,7.472741365432738,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,8,4,km,1.0
46,46,1.9073486328125e-06,7.374295711517334,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,8,4,km,1.0
47,47,1.9073486328125e-06,8.158872365951536,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,8,4,km,1.0
48,48,2.1457672119140625e-06,8.118896722793579,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,8,4,km,1.0
49,49,2.384185791015625e-06,5.791163444519043,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,8,4,km,1.0
0,0,1.6689300537109375e-06,1.3656127452850342,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,8,km,1.0
1,1,1.9073486328125e-06,1.2970495223999023,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,8,km,1.0
2,2,2.1457672119140625e-06,1.7618424892425537,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,8,km,1.0
3,3,2.384185791015625e-06,1.780022144317627,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,8,km,1.0
4,4,1.6689300537109375e-06,1.9598829746246336,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,8,km,1.0
5,5,1.6689300537109375e-06,2.0017993450164795,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,8,km,1.0
6,6,1.9073486328125e-06,2.2988152503967285,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,8,km,1.0
7,7,1.6689300537109375e-06,2.186444997787476,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,8,km,1.0
8,8,1.9073486328125e-06,2.0766167640686035,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,8,km,1.0
9,9,1.6689300537109375e-06,2.3780195713043213,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,8,km,1.0
10,10,1.9073486328125e-06,2.6283037662506104,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,8,km,1.0
11,11,1.9073486328125e-06,2.0706126689910893,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,8,km,1.0
12,12,2.1457672119140625e-06,2.5891101360321045,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,8,km,1.0
13,13,2.1457672119140625e-06,3.181558847427368,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,8,km,1.0
14,14,1.6689300537109375e-06,3.3181180953979488,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,8,km,1.0
15,15,1.6689300537109375e-06,3.371201992034912,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,8,km,1.0
16,16,2.384185791015625e-06,3.366658926010132,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,8,km,1.0
17,17,1.9073486328125e-06,2.99507212638855,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,8,km,1.0
18,18,2.384185791015625e-06,3.3514690399169917,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,8,km,1.0
19,19,1.6689300537109375e-06,2.977403163909912,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,8,km,1.0
20,20,1.6689300537109375e-06,3.955722093582153,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,8,km,1.0
21,21,2.1457672119140625e-06,3.518761157989502,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,8,km,1.0
22,22,2.384185791015625e-06,4.510448217391968,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,8,km,1.0
23,23,1.9073486328125e-06,4.468575239181519,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,8,km,1.0
24,24,2.384185791015625e-06,4.383566617965698,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,8,km,1.0
25,25,2.1457672119140625e-06,4.024326801300049,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,8,km,1.0
26,26,1.9073486328125e-06,4.516308069229126,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,8,km,1.0
27,27,1.9073486328125e-06,4.383535146713257,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,8,km,1.0
28,28,1.9073486328125e-06,4.743706941604613,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,8,km,1.0
29,29,2.384185791015625e-06,5.373586416244507,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,8,km,1.0
30,30,2.86102294921875e-06,4.5005226135253915,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,8,km,1.0
31,31,1.6689300537109375e-06,4.525193452835083,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,8,km,1.0
32,32,1.9073486328125e-06,4.763547658920288,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,8,km,1.0
33,33,1.6689300537109375e-06,4.747147560119629,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,8,km,1.0
34,34,2.1457672119140625e-06,5.604995489120483,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,8,km,1.0
35,35,1.9073486328125e-06,5.695096254348755,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,8,km,1.0
36,36,2.1457672119140625e-06,6.401670694351196,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,8,km,1.0
37,37,2.1457672119140625e-06,5.831363201141357,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,8,km,1.0
38,38,1.6689300537109375e-06,6.429800271987915,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,8,km,1.0
39,39,1.6689300537109375e-06,6.07940411567688,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,8,km,1.0
40,40,2.1457672119140625e-06,5.40834379196167,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,8,km,1.0
41,41,1.6689300537109375e-06,7.090036153793335,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,8,km,1.0
42,42,1.6689300537109375e-06,6.41282844543457,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,8,km,1.0
43,43,1.6689300537109375e-06,6.8779847621917725,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,8,km,1.0
44,44,1.6689300537109375e-06,6.800240516662598,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,8,km,1.0
45,45,1.6689300537109375e-06,6.11037278175354,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,8,km,1.0
46,46,2.1457672119140625e-06,6.849200963973999,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,8,km,1.0
47,47,1.9073486328125e-06,7.167773962020874,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,8,km,1.0
48,48,2.1457672119140625e-06,7.348904609680176,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,8,km,1.0
49,49,2.384185791015625e-06,7.074151039123535,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,8,km,1.0
0,0,1.430511474609375e-06,1.3137507438659668,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,2,1,km,1.0
1,1,1.9073486328125e-06,1.3262856006622314,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,2,1,km,1.0
2,2,2.6226043701171875e-06,1.5257482528686523,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,2,1,km,1.0
3,3,1.6689300537109375e-06,1.6471948623657229,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,2,1,km,1.0
4,4,1.430511474609375e-06,1.8142073154449463,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,2,1,km,1.0
5,5,1.9073486328125e-06,2.246854543685913,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,2,1,km,1.0
6,6,2.384185791015625e-06,2.1097877025604252,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,2,1,km,1.0
7,7,1.9073486328125e-06,1.94461989402771,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,2,1,km,1.0
8,8,2.384185791015625e-06,2.385620594024658,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,2,1,km,1.0
9,9,1.430511474609375e-06,2.3833255767822266,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,2,1,km,1.0
10,10,1.6689300537109375e-06,2.253657817840576,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,2,1,km,1.0
11,11,2.1457672119140625e-06,2.7484679222106934,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,2,1,km,1.0
12,12,2.1457672119140625e-06,2.7798659801483154,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,2,1,km,1.0
13,13,2.1457672119140625e-06,2.9146790504455566,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,2,1,km,1.0
14,14,2.384185791015625e-06,2.701728343963623,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,2,1,km,1.0
15,15,1.9073486328125e-06,2.7498106956481934,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,2,1,km,1.0
16,16,2.6226043701171875e-06,2.991876602172852,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,2,1,km,1.0
17,17,1.430511474609375e-06,3.413414478302002,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,2,1,km,1.0
18,18,2.384185791015625e-06,3.2550415992736816,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,2,1,km,1.0
19,19,1.6689300537109375e-06,3.6989686489105225,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,2,1,km,1.0
20,20,1.9073486328125e-06,3.5461010932922363,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,2,1,km,1.0
21,21,2.1457672119140625e-06,3.4716713428497314,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,2,1,km,1.0
22,22,1.6689300537109375e-06,3.869781017303467,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,2,1,km,1.0
23,23,1.430511474609375e-06,3.7701282501220703,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,2,1,km,1.0
24,24,2.384185791015625e-06,3.9563689231872563,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,2,1,km,1.0
25,25,2.384185791015625e-06,3.955634117126465,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,2,1,km,1.0
26,26,1.430511474609375e-06,4.796668767929077,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,2,1,km,1.0
27,27,2.1457672119140625e-06,4.142579317092896,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,2,1,km,1.0
28,28,1.9073486328125e-06,4.087186813354491,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,2,1,km,1.0
29,29,2.6226043701171875e-06,4.733796119689941,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,2,1,km,1.0
30,30,2.1457672119140625e-06,4.087283134460448,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,2,1,km,1.0
31,31,2.1457672119140625e-06,5.297434329986572,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,2,1,km,1.0
32,32,2.384185791015625e-06,5.309070110321045,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,2,1,km,1.0
33,33,2.384185791015625e-06,5.380929708480835,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,2,1,km,1.0
34,34,1.6689300537109375e-06,5.252340078353882,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,2,1,km,1.0
35,35,1.6689300537109375e-06,5.284678220748901,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,2,1,km,1.0
36,36,2.384185791015625e-06,5.753206729888916,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,2,1,km,1.0
37,37,2.384185791015625e-06,3.8004209995269775,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,2,1,km,1.0
38,38,1.9073486328125e-06,5.498935461044312,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,2,1,km,1.0
39,39,1.430511474609375e-06,3.777086019515991,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,2,1,km,1.0
40,40,1.9073486328125e-06,3.7249693870544434,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,2,1,km,1.0
41,41,1.9073486328125e-06,3.8502705097198486,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,2,1,km,1.0
42,42,1.9073486328125e-06,3.946609258651733,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,2,1,km,1.0
43,43,1.430511474609375e-06,4.168062925338745,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,2,1,km,1.0
44,44,1.6689300537109375e-06,6.553420066833496,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,2,1,km,1.0
45,45,1.430511474609375e-06,4.048095464706422,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,2,1,km,1.0
46,46,2.86102294921875e-06,4.043015956878662,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,2,1,km,1.0
47,47,2.6226043701171875e-06,4.264249324798584,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,2,1,km,1.0
48,48,2.86102294921875e-06,4.262603282928467,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,2,1,km,1.0
49,49,3.0994415283203125e-06,4.343637943267821,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,2,1,km,1.0
0,0,1.9073486328125e-06,1.4555978775024414,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,8,km,1.0
1,1,4.291534423828125e-06,1.5178594589233398,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,8,km,1.0
2,2,4.291534423828125e-06,1.6225228309631348,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,8,km,1.0
3,3,3.814697265625e-06,1.9319655895233157,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,8,km,1.0
4,4,3.337860107421875e-06,1.9687557220458984,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,8,km,1.0
5,5,4.0531158447265625e-06,2.0954396724700928,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,8,km,1.0
6,6,4.529953002929688e-06,2.222424268722534,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,8,km,1.0
7,7,4.291534423828125e-06,2.321100234985352,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,8,km,1.0
8,8,3.814697265625e-06,2.1919879913330083,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,8,km,1.0
9,9,3.814697265625e-06,1.982964277267456,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,8,km,1.0
10,10,4.0531158447265625e-06,2.4657676219940186,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,8,km,1.0
11,11,5.0067901611328125e-06,2.482778310775757,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,8,km,1.0
12,12,4.529953002929688e-06,3.0251498222351074,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,8,km,1.0
13,13,4.0531158447265625e-06,2.4842095375061035,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,8,km,1.0
14,14,3.5762786865234375e-06,2.9764716625213623,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,8,km,1.0
15,15,3.5762786865234375e-06,3.288726091384888,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,8,km,1.0
16,16,4.76837158203125e-06,3.1682043075561523,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,8,km,1.0
17,17,3.814697265625e-06,3.1402676105499268,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,8,km,1.0
18,18,3.814697265625e-06,3.5985600948333736,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,8,km,1.0
19,19,3.5762786865234375e-06,3.097187757492065,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,8,km,1.0
20,20,4.0531158447265625e-06,3.782909393310547,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,8,km,1.0
21,21,3.337860107421875e-06,4.030086755752564,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,8,km,1.0
22,22,4.529953002929688e-06,3.6494228839874263,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,8,km,1.0
23,23,3.814697265625e-06,4.104022264480592,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,8,km,1.0
24,24,5.0067901611328125e-06,4.0690321922302255,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,8,km,1.0
25,25,4.291534423828125e-06,4.185662984848023,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,8,km,1.0
26,26,4.0531158447265625e-06,4.379170894622804,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,8,km,1.0
27,27,4.291534423828125e-06,4.305165767669679,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,8,km,1.0
28,28,4.529953002929688e-06,4.815742254257202,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,8,km,1.0
29,29,3.337860107421875e-06,4.5227177143096915,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,8,km,1.0
30,30,3.814697265625e-06,4.018702745437622,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,8,km,1.0
31,31,5.0067901611328125e-06,5.188496828079224,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,8,km,1.0
32,32,4.529953002929688e-06,5.127910852432251,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,8,km,1.0
33,33,3.5762786865234375e-06,5.487650632858276,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,8,km,1.0
34,34,4.0531158447265625e-06,6.028786659240723,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,8,km,1.0
35,35,2.86102294921875e-06,5.142812490463257,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,8,km,1.0
36,36,4.0531158447265625e-06,5.844346761703491,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,8,km,1.0
37,37,4.529953002929688e-06,5.545329809188843,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,8,km,1.0
38,38,4.291534423828125e-06,6.310972213745117,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,8,km,1.0
39,39,3.5762786865234375e-06,5.483023881912232,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,8,km,1.0
40,40,4.529953002929688e-06,4.5241737365722665,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,8,km,1.0
41,41,4.76837158203125e-06,6.252493858337402,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,8,km,1.0
42,42,3.814697265625e-06,5.995798587799072,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,8,km,1.0
43,43,3.814697265625e-06,6.917161464691162,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,8,km,1.0
44,44,4.529953002929688e-06,5.942268371582031,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,8,km,1.0
45,45,5.0067901611328125e-06,6.564920425415039,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,8,km,1.0
46,46,3.814697265625e-06,7.569396257400513,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,8,km,1.0
47,47,2.6226043701171875e-06,6.399926424026488,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,8,km,1.0
48,48,3.814697265625e-06,6.74960207939148,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,8,km,1.0
49,49,3.814697265625e-06,7.164097547531128,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,8,km,1.0
0,0,3.5762786865234375e-06,1.3834724426269531,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,4,km,1.0
1,1,4.76837158203125e-06,1.4851124286651611,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,4,km,1.0
2,2,4.76837158203125e-06,1.6718285083770752,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,4,km,1.0
3,3,3.337860107421875e-06,1.676379919052124,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,4,km,1.0
4,4,3.337860107421875e-06,1.777585744857788,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,4,km,1.0
5,5,4.529953002929688e-06,2.127972364425659,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,4,km,1.0
6,6,5.245208740234375e-06,2.064772367477417,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,4,km,1.0
7,7,5.4836273193359375e-06,2.0100948810577397,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,4,km,1.0
8,8,3.814697265625e-06,2.1893835067749023,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,4,km,1.0
9,9,2.6226043701171875e-06,2.3914437294006348,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,4,km,1.0
10,10,5.7220458984375e-06,2.4180731773376465,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,4,km,1.0
11,11,5.245208740234375e-06,2.2354233264923096,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,4,km,1.0
12,12,3.5762786865234375e-06,2.717396974563598,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,4,km,1.0
13,13,4.0531158447265625e-06,2.6989061832427983,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,4,km,1.0
14,14,4.76837158203125e-06,3.072340726852417,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,4,km,1.0
15,15,4.291534423828125e-06,3.308086395263672,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,4,km,1.0
16,16,4.76837158203125e-06,2.9317018985748287,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,4,km,1.0
17,17,5.960464477539064e-06,3.2046687602996826,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,4,km,1.0
18,18,5.4836273193359375e-06,3.866965532302856,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,4,km,1.0
19,19,4.76837158203125e-06,3.4249532222747803,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,4,km,1.0
20,20,5.245208740234375e-06,3.8957402706146236,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,4,km,1.0
21,21,5.960464477539064e-06,3.920729637145996,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,4,km,1.0
22,22,5.245208740234375e-06,3.146573543548584,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,4,km,1.0
23,23,4.291534423828125e-06,3.5824861526489262,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,4,km,1.0
24,24,4.76837158203125e-06,3.8497223854064937,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,4,km,1.0
25,25,4.291534423828125e-06,4.135094404220581,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,4,km,1.0
26,26,3.814697265625e-06,3.9275493621826167,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,4,km,1.0
27,27,4.291534423828125e-06,4.131864070892334,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,4,km,1.0
28,28,4.291534423828125e-06,4.588930606842041,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,4,km,1.0
29,29,4.0531158447265625e-06,4.97196102142334,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,4,km,1.0
