Unnamed: 0,t,clustering,gen_history,data,sample,strategy,n_sg,anony_mode,info_loss,alpha_adm,alpha_dm,k,w,calgo,max_dist
6,6,2.1457672119140625e-06,2.053528070449829,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,8,km,1.0
7,7,2.1457672119140625e-06,2.1735951900482178,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,8,km,1.0
8,8,2.384185791015625e-06,2.569880485534668,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,8,km,1.0
9,9,2.384185791015625e-06,2.5677144527435303,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,8,km,1.0
10,10,1.9073486328125e-06,2.4588208198547363,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,8,km,1.0
11,11,2.1457672119140625e-06,2.6935718059539795,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,8,km,1.0
12,12,2.1457672119140625e-06,2.7833268642425537,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,8,km,1.0
13,13,2.384185791015625e-06,3.23791241645813,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,8,km,1.0
14,14,1.9073486328125e-06,2.7974562644958496,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,8,km,1.0
15,15,2.1457672119140625e-06,2.840661764144897,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,8,km,1.0
16,16,1.9073486328125e-06,3.715168714523315,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,8,km,1.0
17,17,2.384185791015625e-06,3.248694658279419,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,8,km,1.0
18,18,2.6226043701171875e-06,3.881059169769287,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,8,km,1.0
19,19,1.6689300537109375e-06,4.0028228759765625,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,8,km,1.0
20,20,2.1457672119140625e-06,3.973643779754639,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,8,km,1.0
21,21,2.1457672119140625e-06,4.303884983062743,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,8,km,1.0
22,22,1.9073486328125e-06,4.200892925262451,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,8,km,1.0
23,23,1.6689300537109375e-06,4.018158674240111,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,8,km,1.0
24,24,2.384185791015625e-06,3.931205034255981,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,8,km,1.0
25,25,1.6689300537109375e-06,4.403792858123778,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,8,km,1.0
26,26,2.1457672119140625e-06,4.378016233444214,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,8,km,1.0
27,27,1.6689300537109375e-06,4.786488771438599,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,8,km,1.0
28,28,1.9073486328125e-06,4.511910676956177,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,8,km,1.0
29,29,2.1457672119140625e-06,4.698727369308472,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,8,km,1.0
30,30,2.384185791015625e-06,4.887242555618286,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,8,km,1.0
31,31,2.6226043701171875e-06,5.804123878479004,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,8,km,1.0
32,32,2.1457672119140625e-06,5.798311710357666,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,8,km,1.0
33,33,1.9073486328125e-06,5.632559299468994,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,8,km,1.0
34,34,2.1457672119140625e-06,5.274649381637573,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,8,km,1.0
35,35,1.9073486328125e-06,6.41700291633606,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,8,km,1.0
36,36,2.1457672119140625e-06,5.363387584686278,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,8,km,1.0
37,37,1.9073486328125e-06,5.7447547912597665,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,8,km,1.0
38,38,2.384185791015625e-06,6.577006816864014,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,8,km,1.0
39,39,1.9073486328125e-06,6.963992595672607,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,8,km,1.0
40,40,1.9073486328125e-06,6.057914018630981,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,8,km,1.0
41,41,2.86102294921875e-06,7.358437776565553,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,8,km,1.0
42,42,2.384185791015625e-06,6.468722343444824,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,8,km,1.0
43,43,1.6689300537109375e-06,7.551983118057251,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,8,km,1.0
44,44,2.86102294921875e-06,7.172128438949585,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,8,km,1.0
45,45,1.430511474609375e-06,7.297019481658935,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,8,km,1.0
46,46,2.1457672119140625e-06,6.705171346664429,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,8,km,1.0
47,47,2.1457672119140625e-06,7.118449449539185,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,8,km,1.0
48,48,2.1457672119140625e-06,7.04655385017395,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,8,km,1.0
49,49,1.9073486328125e-06,5.4698824882507315,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,8,km,1.0
0,0,3.814697265625e-06,1.2548904418945312,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,6,km,1.0
1,1,3.814697265625e-06,1.539456844329834,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,6,km,1.0
2,2,4.291534423828125e-06,1.6891465187072754,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,6,km,1.0
3,3,4.291534423828125e-06,1.525949239730835,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,6,km,1.0
4,4,3.5762786865234375e-06,1.899543285369873,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,6,km,1.0
5,5,4.76837158203125e-06,1.8102481365203855,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,6,km,1.0
6,6,4.291534423828125e-06,2.442572593688965,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,6,km,1.0
7,7,4.291534423828125e-06,2.3699426651000977,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,6,km,1.0
8,8,4.0531158447265625e-06,2.431873321533203,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,6,km,1.0
9,9,4.0531158447265625e-06,2.7232651710510254,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,6,km,1.0
10,10,4.529953002929688e-06,2.769562244415283,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,6,km,1.0
11,11,3.337860107421875e-06,2.982063770294189,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,6,km,1.0
12,12,4.291534423828125e-06,2.614462375640869,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,6,km,1.0
13,13,4.291534423828125e-06,2.6313159465789795,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,6,km,1.0
14,14,4.0531158447265625e-06,2.982401132583618,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,6,km,1.0
15,15,4.76837158203125e-06,3.1778404712677,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,6,km,1.0
16,16,4.291534423828125e-06,3.6322422027587886,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,6,km,1.0
17,17,3.337860107421875e-06,2.7852065563201904,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,6,km,1.0
18,18,4.0531158447265625e-06,3.770473003387451,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,6,km,1.0
19,19,4.529953002929688e-06,3.5002775192260738,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,6,km,1.0
20,20,4.291534423828125e-06,3.6774725914001465,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,6,km,1.0
21,21,4.0531158447265625e-06,3.4202077388763428,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,6,km,1.0
22,22,3.814697265625e-06,3.730069875717163,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,6,km,1.0
23,23,4.0531158447265625e-06,3.7231023311614986,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,6,km,1.0
24,24,3.814697265625e-06,4.0865983963012695,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,6,km,1.0
25,25,3.814697265625e-06,4.412475347518921,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,6,km,1.0
26,26,4.529953002929688e-06,4.196349620819092,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,6,km,1.0
27,27,4.76837158203125e-06,5.0612666606903085,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,6,km,1.0
28,28,4.529953002929688e-06,4.876600503921509,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,6,km,1.0
29,29,4.76837158203125e-06,4.86996603012085,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,6,km,1.0
30,30,3.814697265625e-06,4.982362270355225,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,6,km,1.0
31,31,3.814697265625e-06,5.340402603149414,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,6,km,1.0
32,32,3.814697265625e-06,5.270740985870361,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,6,km,1.0
33,33,4.0531158447265625e-06,4.97589635848999,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,6,km,1.0
34,34,4.0531158447265625e-06,5.332474708557129,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,6,km,1.0
35,35,3.5762786865234375e-06,5.589341402053833,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,6,km,1.0
36,36,3.814697265625e-06,5.533097267150879,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,6,km,1.0
37,37,4.529953002929688e-06,5.972430944442749,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,6,km,1.0
38,38,4.291534423828125e-06,6.357601642608643,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,6,km,1.0
39,39,4.529953002929688e-06,6.1892950534820566,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,6,km,1.0
40,40,3.814697265625e-06,6.390793561935425,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,6,km,1.0
41,41,3.5762786865234375e-06,6.694885730743407,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,6,km,1.0
42,42,4.0531158447265625e-06,7.147224187850952,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,6,km,1.0
43,43,4.0531158447265625e-06,6.532686233520508,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,6,km,1.0
44,44,3.814697265625e-06,7.503604412078857,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,6,km,1.0
45,45,3.5762786865234375e-06,7.231814622879027,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,6,km,1.0
46,46,3.814697265625e-06,7.650729656219482,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,6,km,1.0
47,47,4.529953002929688e-06,7.970384359359741,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,6,km,1.0
48,48,4.529953002929688e-06,7.625640630722046,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,6,km,1.0
49,49,3.337860107421875e-06,5.211528539657593,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,10,6,km,1.0
0,0,3.5762786865234375e-06,1.4784057140350342,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,2,km,1.0
1,1,4.291534423828125e-06,1.5487513542175293,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,2,km,1.0
2,2,4.76837158203125e-06,1.7138972282409668,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,2,km,1.0
3,3,3.337860107421875e-06,1.5974972248077393,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,2,km,1.0
4,4,3.337860107421875e-06,1.9549908638000488,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,2,km,1.0
5,5,2.86102294921875e-06,1.9463698863983157,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,2,km,1.0
6,6,4.76837158203125e-06,1.788504123687744,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,2,km,1.0
7,7,4.291534423828125e-06,2.0282564163208012,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,2,km,1.0
8,8,4.76837158203125e-06,1.9655215740203855,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,2,km,1.0
9,9,4.291534423828125e-06,2.337113857269287,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,2,km,1.0
10,10,4.0531158447265625e-06,2.3347229957580566,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,2,km,1.0
11,11,4.76837158203125e-06,3.0376930236816406,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,2,km,1.0
12,12,3.0994415283203125e-06,2.2774522304534908,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,2,km,1.0
13,13,4.529953002929688e-06,2.918379783630371,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,2,km,1.0
14,14,4.76837158203125e-06,2.616337776184082,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,2,km,1.0
15,15,4.76837158203125e-06,2.8139917850494385,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,2,km,1.0
16,16,5.245208740234375e-06,3.576425790786743,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,2,km,1.0
17,17,4.529953002929688e-06,2.70310378074646,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,2,km,1.0
18,18,4.529953002929688e-06,3.3592464923858643,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,2,km,1.0
19,19,4.76837158203125e-06,3.5369653701782227,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,2,km,1.0
20,20,4.529953002929688e-06,3.9405333995819087,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,2,km,1.0
21,21,4.529953002929688e-06,4.1546552181243905,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,2,km,1.0
22,22,4.291534423828125e-06,3.39281702041626,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,2,km,1.0
23,23,4.291534423828125e-06,3.848108291625977,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,2,km,1.0
24,24,4.291534423828125e-06,3.753314971923828,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,2,km,1.0
25,25,5.245208740234375e-06,4.2955102920532235,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,2,km,1.0
26,26,4.76837158203125e-06,4.975801229476929,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,2,km,1.0
27,27,4.291534423828125e-06,4.501850605010986,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,2,km,1.0
28,28,4.529953002929688e-06,4.861185789108276,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,2,km,1.0
29,29,4.291534423828125e-06,5.002584934234619,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,2,km,1.0
30,30,4.529953002929688e-06,4.864725589752197,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,2,km,1.0
31,31,4.0531158447265625e-06,4.614286184310913,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,2,km,1.0
32,32,4.76837158203125e-06,5.018517017364502,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,2,km,1.0
33,33,5.0067901611328125e-06,5.449723958969116,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,2,km,1.0
34,34,4.0531158447265625e-06,5.7701871395111075,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,2,km,1.0
35,35,4.529953002929688e-06,5.577817678451538,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,2,km,1.0
36,36,4.529953002929688e-06,5.1726508140563965,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,2,km,1.0
37,37,3.0994415283203125e-06,6.585371255874634,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,2,km,1.0
38,38,4.76837158203125e-06,6.406207084655763,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,2,km,1.0
39,39,4.529953002929688e-06,5.45168137550354,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,2,km,1.0
40,40,4.76837158203125e-06,6.05298924446106,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,2,km,1.0
41,41,4.291534423828125e-06,6.605957984924316,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,2,km,1.0
42,42,4.529953002929688e-06,5.206550121307373,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,2,km,1.0
43,43,4.529953002929688e-06,6.910883903503418,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,2,km,1.0
44,44,3.337860107421875e-06,7.124159097671509,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,2,km,1.0
45,45,5.4836273193359375e-06,6.56217622756958,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,2,km,1.0
46,46,5.245208740234375e-06,6.166350841522218,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,2,km,1.0
47,47,4.291534423828125e-06,6.049563407897949,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,2,km,1.0
48,48,5.0067901611328125e-06,6.583945989608765,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,2,km,1.0
49,49,3.5762786865234375e-06,4.734240770339966,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,4,2,km,1.0
0,0,1.9073486328125e-06,1.2655725479125977,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,1,km,1.0
1,1,2.1457672119140625e-06,1.4242322444915771,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,1,km,1.0
2,2,1.9073486328125e-06,1.5537765026092532,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,1,km,1.0
3,3,2.1457672119140625e-06,1.7214932441711426,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,1,km,1.0
4,4,1.9073486328125e-06,1.7074759006500244,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,1,km,1.0
5,5,1.6689300537109375e-06,2.07837986946106,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,1,km,1.0
6,6,2.1457672119140625e-06,2.3108277320861816,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,1,km,1.0
7,7,1.6689300537109375e-06,2.319692373275757,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,1,km,1.0
8,8,1.9073486328125e-06,2.2632949352264404,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,1,km,1.0
9,9,1.6689300537109375e-06,2.5004262924194336,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,1,km,1.0
10,10,2.1457672119140625e-06,2.7997848987579346,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,1,km,1.0
11,11,2.384185791015625e-06,2.6957523822784424,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,1,km,1.0
12,12,1.9073486328125e-06,2.890142679214477,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,1,km,1.0
13,13,1.6689300537109375e-06,3.2995877265930176,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,1,km,1.0
14,14,2.6226043701171875e-06,2.8064918518066406,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,1,km,1.0
15,15,2.1457672119140625e-06,3.006312370300293,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,1,km,1.0
16,16,1.9073486328125e-06,3.3782217502593994,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,1,km,1.0
17,17,2.1457672119140625e-06,3.8237798213958736,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,1,km,1.0
18,18,1.9073486328125e-06,3.188133716583252,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,1,km,1.0
19,19,1.6689300537109375e-06,3.332870960235596,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,1,km,1.0
20,20,1.9073486328125e-06,4.045720100402832,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,1,km,1.0
21,21,1.9073486328125e-06,3.514451742172241,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,1,km,1.0
22,22,2.384185791015625e-06,3.6366374492645264,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,1,km,1.0
23,23,2.384185791015625e-06,3.708850860595703,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,1,km,1.0
24,24,1.9073486328125e-06,3.7923483848571777,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,1,km,1.0
25,25,2.1457672119140625e-06,3.9334321022033687,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,1,km,1.0
26,26,1.9073486328125e-06,4.978265047073363,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,1,km,1.0
27,27,1.9073486328125e-06,4.414521217346191,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,1,km,1.0
28,28,2.384185791015625e-06,4.5718958377838135,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,1,km,1.0
29,29,1.6689300537109375e-06,5.0956199169158936,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,1,km,1.0
30,30,1.6689300537109375e-06,5.025161504745483,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,1,km,1.0
31,31,1.1920928955078123e-06,4.929640769958496,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,1,km,1.0
32,32,2.384185791015625e-06,4.94153356552124,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,1,km,1.0
33,33,1.6689300537109375e-06,5.021878957748413,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,1,km,1.0
34,34,2.1457672119140625e-06,5.628957033157349,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,1,km,1.0
35,35,2.1457672119140625e-06,6.150982618331909,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,1,km,1.0
36,36,1.9073486328125e-06,5.349559545516968,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,1,km,1.0
37,37,1.6689300537109375e-06,5.50804328918457,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,1,km,1.0
38,38,1.9073486328125e-06,6.29123592376709,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,1,km,1.0
39,39,1.6689300537109375e-06,5.690572500228883,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,1,km,1.0
40,40,2.1457672119140625e-06,5.813908100128174,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,1,km,1.0
41,41,1.6689300537109375e-06,4.273082733154297,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,1,km,1.0
42,42,1.6689300537109375e-06,3.8917741775512695,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,1,km,1.0
43,43,1.6689300537109375e-06,4.085537672042847,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,1,km,1.0
44,44,2.1457672119140625e-06,4.204042673110962,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,1,km,1.0
45,45,2.1457672119140625e-06,4.287995100021361,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,1,km,1.0
46,46,1.6689300537109375e-06,4.352196455001831,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,1,km,1.0
47,47,1.430511474609375e-06,4.5610761642456055,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,1,km,1.0
48,48,1.6689300537109375e-06,4.450996160507202,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,1,km,1.0
49,49,3.0994415283203125e-06,4.556683540344238,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,6,1,km,1.0
0,0,1.1920928955078123e-06,1.3118386268615725,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,8,4,km,1.0
1,1,1.6689300537109375e-06,1.5279507637023926,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,8,4,km,1.0
2,2,1.430511474609375e-06,1.517632007598877,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,8,4,km,1.0
3,3,1.9073486328125e-06,1.7797183990478516,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,8,4,km,1.0
4,4,1.9073486328125e-06,1.956185340881348,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,8,4,km,1.0
5,5,1.6689300537109375e-06,2.164196252822876,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,8,4,km,1.0
6,6,2.1457672119140625e-06,2.005654811859131,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,8,4,km,1.0
7,7,1.9073486328125e-06,2.600550651550293,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,8,4,km,1.0
8,8,2.1457672119140625e-06,2.097045421600342,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,8,4,km,1.0
9,9,1.1920928955078123e-06,2.2835252285003658,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,8,4,km,1.0
10,10,1.6689300537109375e-06,2.2834973335266118,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,8,4,km,1.0
11,11,1.9073486328125e-06,2.7717981338500977,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,8,4,km,1.0
12,12,2.1457672119140625e-06,2.5720503330230717,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,8,4,km,1.0
13,13,1.9073486328125e-06,2.7548866271972656,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,8,4,km,1.0
14,14,2.384185791015625e-06,2.8165323734283447,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,8,4,km,1.0
15,15,1.9073486328125e-06,3.245991468429565,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,8,4,km,1.0
16,16,1.9073486328125e-06,3.177210807800293,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,8,4,km,1.0
17,17,1.6689300537109375e-06,3.370854616165161,email-temp,-1,meanadd,50,only_clusters,adm,0.5,0.5,8,4,km,1.0
